number,coordinate,dependencies
0,io.liftwizard:liftwizard-servlet-logging-structured-status-info:0.15.0,io.liftwizard:liftwizard-servlet-logging-structured-status-info:0.15.0;javax.ws.rs:javax.ws.rs-api:2.1.1
1,org.infinispan:infinispan-directory-provider:9.4.21.Final,org.infinispan:infinispan-directory-provider:9.4.21.Final;org.infinispan:infinispan-lucene-directory:9.4.21.Final;org.apache.lucene:lucene-core:5.5.5;org.apache.lucene:lucene-analyzers-common:5.5.5;org.hibernate:hibernate-search-engine:5.10.7.Final;org.hibernate.common:hibernate-commons-annotations:5.0.5.Final;org.apache.lucene:lucene-misc:5.5.5;org.apache.lucene:lucene-facet:5.5.5;org.apache.lucene:lucene-queries:5.5.5;org.apache.lucene:lucene-queryparser:5.5.5;org.jboss.logging:jboss-logging:3.3.2.Final;org.infinispan:infinispan-core:9.4.21.Final;org.infinispan:infinispan-commons:9.4.21.Final;org.jgroups:jgroups:4.0.21.Final;com.github.ben-manes.caffeine:caffeine:2.6.2;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.1.1.Final;org.jboss.marshalling:jboss-marshalling-osgi:2.0.9.Final;io.reactivex.rxjava2:rxjava:2.2.4;org.reactivestreams:reactive-streams:1.0.2
2,tech.aegean.next:nirvana-offline:AN-0.0.1,tech.aegean.next:nirvana-offline:AN-0.0.1;org.springframework:spring-web:5.2.8.RELEASE;org.springframework:spring-beans:5.2.8.RELEASE;org.springframework:spring-core:5.2.8.RELEASE;org.springframework:spring-jcl:5.2.8.RELEASE;javax.servlet:javax.servlet-api:4.0.1;com.baomidou:mybatis-plus-boot-starter:3.3.2;com.baomidou:mybatis-plus:3.3.2;com.baomidou:mybatis-plus-extension:3.3.2;com.baomidou:mybatis-plus-core:3.3.2;com.baomidou:mybatis-plus-annotation:3.3.2;com.github.jsqlparser:jsqlparser:3.1;org.mybatis:mybatis:3.5.4;org.mybatis:mybatis-spring:2.0.4;org.springframework.boot:spring-boot-autoconfigure:2.3.0.RELEASE;org.springframework.boot:spring-boot:2.3.0.RELEASE;org.springframework.boot:spring-boot-starter-jdbc:2.3.0.RELEASE;org.springframework.boot:spring-boot-starter:2.3.0.RELEASE;org.springframework.boot:spring-boot-starter-logging:2.3.0.RELEASE;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.apache.logging.log4j:log4j-to-slf4j:2.13.2;org.apache.logging.log4j:log4j-api:2.13.2;org.slf4j:jul-to-slf4j:1.7.30;jakarta.annotation:jakarta.annotation-api:1.3.5;org.yaml:snakeyaml:1.26;com.zaxxer:HikariCP:3.4.5;org.springframework:spring-jdbc:5.2.6.RELEASE;org.springframework:spring-tx:5.2.6.RELEASE;com.alibaba:druid-spring-boot-starter:1.1.22;com.alibaba:druid:1.1.22;org.slf4j:slf4j-api:1.7.25;mysql:mysql-connector-java:8.0.16;com.google.protobuf:protobuf-java:3.6.1;io.springfox:springfox-swagger2:2.9.2;io.swagger:swagger-annotations:1.5.20;io.swagger:swagger-models:1.5.20;com.fasterxml.jackson.core:jackson-annotations:2.9.5;io.springfox:springfox-spi:2.9.2;io.springfox:springfox-core:2.9.2;net.bytebuddy:byte-buddy:1.8.12;io.springfox:springfox-schema:2.9.2;io.springfox:springfox-swagger-common:2.9.2;io.springfox:springfox-spring-web:2.9.2;com.google.guava:guava:20.0;com.fasterxml:classmate:1.4.0;org.springframework.plugin:spring-plugin-core:1.2.0.RELEASE;org.springframework:spring-context:4.0.9.RELEASE;org.springframework:spring-expression:4.0.9.RELEASE;org.springframework:spring-aop:4.0.9.RELEASE;aopalliance:aopalliance:1.0;org.springframework.plugin:spring-plugin-metadata:1.2.0.RELEASE;org.mapstruct:mapstruct:1.2.0.Final
3,io.github.vigoo:zio-aws-pricing_2.13:3.16.6.1,io.github.vigoo:zio-aws-pricing_2.13:3.16.6.1;org.scala-lang:scala-library:2.13.3;io.github.vigoo:zio-aws-core_2.13:3.16.6.1;software.amazon.awssdk:aws-core:2.16.6;software.amazon.awssdk:profiles:2.16.6;org.slf4j:slf4j-api:1.7.28;software.amazon.eventstream:eventstream:1.0.1;dev.zio:zio_2.13:1.0.4-2;dev.zio:zio-stacktracer_2.13:1.0.4-2;dev.zio:izumi-reflect_2.13:1.0.0-M13;dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.13:1.0.0-M13;dev.zio:zio-streams_2.13:1.0.4-2;dev.zio:zio-interop-reactivestreams_2.13:1.3.0.7-2;org.reactivestreams:reactive-streams:1.0.3;dev.zio:zio-config_2.13:1.0.0;org.scala-lang.modules:scala-collection-compat_2.13:2.4.2;software.amazon.awssdk:pricing:2.16.6;software.amazon.awssdk:aws-json-protocol:2.16.6;com.fasterxml.jackson.core:jackson-core:2.12.1;software.amazon.awssdk:protocol-core:2.16.6;software.amazon.awssdk:sdk-core:2.16.6;com.fasterxml.jackson.core:jackson-databind:2.12.1;software.amazon.awssdk:auth:2.16.6;software.amazon.awssdk:http-client-spi:2.16.6;software.amazon.awssdk:regions:2.16.6;com.fasterxml.jackson.core:jackson-annotations:2.12.1;software.amazon.awssdk:annotations:2.16.6;software.amazon.awssdk:utils:2.16.6;software.amazon.awssdk:metrics-spi:2.16.6;software.amazon.awssdk:apache-client:2.16.6;org.apache.httpcomponents:httpclient:4.5.13;commons-logging:commons-logging:1.2;commons-codec:commons-codec:1.11;org.apache.httpcomponents:httpcore:4.4.11;software.amazon.awssdk:netty-nio-client:2.16.6;io.netty:netty-codec-http:4.1.59.Final;io.netty:netty-codec-http2:4.1.59.Final;io.netty:netty-codec:4.1.59.Final;io.netty:netty-transport:4.1.59.Final;io.netty:netty-resolver:4.1.59.Final;io.netty:netty-common:4.1.59.Final;io.netty:netty-buffer:4.1.59.Final;io.netty:netty-handler:4.1.59.Final;io.netty:netty-transport-native-epoll:4.1.59.Final;io.netty:netty-transport-native-unix-common:4.1.59.Final;com.typesafe.netty:netty-reactive-streams-http:2.0.4;com.typesafe.netty:netty-reactive-streams:2.0.4
4,com.yahoo.vespa:chain:7.323.38,com.yahoo.vespa:chain:7.323.38;com.yahoo.vespa:annotations:7.323.38;com.yahoo.vespa:container-di:7.323.38;com.yahoo.vespa:vespajlib:7.323.38;org.lz4:lz4-java:1.7.1;org.apache.commons:commons-exec:1.3;net.java.dev.jna:jna:4.5.2;net.jcip:jcip-annotations:1.0
5,com.yahoo.vespa:jdisc_messagebus_service:7.292.82,com.yahoo.vespa:jdisc_messagebus_service:7.292.82;com.yahoo.vespa:messagebus:7.292.82;com.yahoo.vespa:vespajlib:7.292.82;org.lz4:lz4-java:1.7.1;org.apache.commons:commons-exec:1.3;net.java.dev.jna:jna:4.5.2;com.yahoo.vespa:config:7.292.82;com.yahoo.vespa:annotations:7.292.82;com.yahoo.vespa:config-lib:7.292.82;com.yahoo.vespa:configgen:7.292.82;com.yahoo.vespa:yolean:7.292.82;com.yahoo.vespa:defaults:7.292.82;com.yahoo.vespa:http-utils:7.292.82;org.apache.httpcomponents:httpclient:4.5.12;commons-logging:commons-logging:1.2;commons-codec:commons-codec:1.11;org.apache.httpcomponents:httpcore:4.4.13;com.fasterxml.jackson.core:jackson-core:2.8.11;com.yahoo.vespa:configdefinitions:7.292.82;com.yahoo.vespa:jrt:7.292.82;com.yahoo.vespa:security-utils:7.292.82;org.bouncycastle:bcpkix-jdk15on:1.65;org.bouncycastle:bcprov-jdk15on:1.65;com.fasterxml.jackson.core:jackson-databind:2.8.11.6;com.fasterxml.jackson.core:jackson-annotations:2.8.0
6,org.neo4j:neo4j-enterprise:2.1.4,org.neo4j:neo4j-enterprise:2.1.4;org.neo4j:neo4j-advanced:2.1.4;org.neo4j:neo4j-community:2.1.4;org.neo4j:neo4j-graph-algo:2.1.4;org.neo4j:neo4j-udc:2.1.4;org.neo4j:neo4j-graph-matching:2.1.4;org.neo4j:neo4j-cypher:2.1.4;org.neo4j:neo4j-cypher-commons:2.1.4;org.neo4j:neo4j-cypher-compiler-1.9:2.0.3;org.neo4j:neo4j-cypher-compiler-2.0:2.0.3;org.parboiled:parboiled-scala_2.10:1.1.6;org.parboiled:parboiled-core:1.1.6;net.sf.opencsv:opencsv:2.0;org.neo4j:neo4j-cypher-compiler-2.1:2.1.4;com.googlecode.concurrentlinkedhashmap:concurrentlinkedhashmap-lru:1.3.1;org.scala-lang:scala-library:2.10.4;org.neo4j:neo4j-jmx:2.1.4;org.neo4j:neo4j-management:2.1.4;org.neo4j:neo4j-com:2.1.4;org.neo4j:neo4j-kernel:2.1.4;org.neo4j:neo4j-primitive-collections:2.1.4;org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1.1;io.netty:netty:3.6.3.Final;ch.qos.logback:logback-classic:1.1.2;ch.qos.logback:logback-core:1.1.2;org.slf4j:slf4j-api:1.7.6;org.neo4j:neo4j-backup:2.1.4;org.neo4j:neo4j-cluster:2.1.4;org.neo4j:neo4j-consistency-check:2.1.4;org.neo4j:neo4j-ha:2.1.4;org.neo4j:neo4j-lucene-index:2.1.4;org.apache.lucene:lucene-core:3.6.2
7,org.finos.legend.engine:legend-engine-language-pure-grammar-api:2.7.1,org.finos.legend.engine:legend-engine-language-pure-grammar-api:2.7.1;org.finos.legend.engine:legend-engine-shared-core:2.7.1;com.fasterxml.jackson.core:jackson-annotations:2.10.5;com.fasterxml.jackson.core:jackson-core:2.10.5;org.apache.commons:commons-lang3:3.7;org.slf4j:slf4j-api:1.7.25;io.zipkin.reporter2:zipkin-reporter:2.15.0;io.zipkin.zipkin2:zipkin:2.21.1;io.prometheus:simpleclient:0.8.1;org.apache.httpcomponents:httpclient:4.5.13;commons-logging:commons-logging:1.2;org.apache.httpcomponents:httpcore:4.4.13;org.finos.legend.shared:legend-shared-pac4j-kerberos:0.4.0;org.pac4j:pac4j-kerberos:3.8.3;javax.servlet:javax.servlet-api:3.1.0;org.finos.legend.shared:legend-shared-pac4j:0.4.0;org.pac4j:dropwizard-pac4j:3.0.0;org.pac4j:pac4j-config:3.0.0;com.zaxxer:HikariCP:2.7.6;org.pac4j:jersey225-pac4j:3.0.0;org.pac4j:j2e-pac4j:4.0.0;org.commonjava.mimeparse:mimeparse:0.1.3.3;commons-lang:commons-lang:2.6;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.11.2;org.yaml:snakeyaml:1.26;com.google.guava:guava:28.1-jre;com.google.guava:failureaccess:1.0.1;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;com.google.code.findbugs:jsr305:3.0.2;org.checkerframework:checker-qual:2.8.1;com.google.errorprone:error_prone_annotations:2.3.2;com.google.j2objc:j2objc-annotations:1.3;org.codehaus.mojo:animal-sniffer-annotations:1.18;org.mongodb:mongo-java-driver:3.10.2;org.finos.legend.engine:legend-engine-protocol:2.7.1;org.finos.legend.engine:legend-engine-protocol-pure:2.7.1;org.mongodb:bson:3.10.2;org.finos.legend.engine:legend-engine-language-pure-grammar:2.7.1;org.antlr:antlr4-runtime:4.8-1;org.apache.commons:commons-text:1.8;com.fasterxml.jackson.core:jackson-databind:2.10.5.1;org.eclipse.collections:eclipse-collections-api:10.2.0;org.eclipse.collections:eclipse-collections:10.2.0;org.pac4j.jax-rs:core:3.0.0;javax.inject:javax.inject:1;org.pac4j:pac4j-core:3.7.0;io.opentracing:opentracing-util:0.32.0;io.opentracing:opentracing-noop:0.32.0;io.opentracing:opentracing-api:0.32.0;javax.ws.rs:javax.ws.rs-api:2.0.1;io.swagger:swagger-annotations:1.5.20
8,com.ejlchina:data-jackson:1.0.0,com.ejlchina:data-jackson:1.0.0;com.ejlchina:data-core:1.0.0;com.fasterxml.jackson.core:jackson-databind:2.11.3;com.fasterxml.jackson.core:jackson-annotations:2.11.3;com.fasterxml.jackson.core:jackson-core:2.11.3
9,org.hpccsystems:commons-hpcc:7.8.60-1,org.hpccsystems:commons-hpcc:7.8.60-1;junit:junit:4.12;org.hamcrest:hamcrest-core:1.3;org.apache.logging.log4j:log4j-api:2.13.0;org.json:json:20180813;org.antlr:antlr4:4.7;org.antlr:antlr-runtime:3.5.2;org.antlr:ST4:4.0.8;org.abego.treelayout:org.abego.treelayout.core:1.0.3;org.glassfish:javax.json:1.0.4;com.ibm.icu:icu4j:58.2;org.antlr:antlr4-runtime:4.7;commons-io:commons-io:2.4;org.apache.commons:commons-lang3:3.4;com.jcraft:jsch:0.1.54;javax.mail:mail:1.4;javax.activation:activation:1.1;org.apache.axis2:axis2-kernel:1.7.9;org.apache.ws.commons.axiom:axiom-api:1.2.21;jaxen:jaxen:1.1.6;org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1;org.apache.james:apache-mime4j-core:0.7.2;org.apache.ws.commons.axiom:axiom-impl:1.2.21;org.codehaus.woodstox:woodstox-core-asl:4.2.0;org.codehaus.woodstox:stax2-api:3.1.1;org.apache.geronimo.specs:geronimo-ws-metadata_2.0_spec:1.1.2;org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1;javax.servlet:servlet-api:2.3;commons-fileupload:commons-fileupload:1.3.3;wsdl4j:wsdl4j:1.6.2;org.apache.ws.xmlschema:xmlschema-core:2.2.1;org.apache.neethi:neethi:3.0.3;org.apache.woden:woden-core:1.0M10;commons-logging:commons-logging:1.1.1;javax.ws.rs:jsr311-api:1.1.1;org.apache.axis2:axis2-transport-http:1.7.9;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;commons-codec:commons-codec:1.9;commons-httpclient:commons-httpclient:3.1;org.apache.axis2:axis2-transport-local:1.7.9;org.apache.axis2:axis2-adb:1.7.9;org.apache.ws.commons.axiom:axiom-dom:1.2.21;org.apache.geronimo.specs:geronimo-activation_1.1_spec:1.0.2;org.apache.axis2:axis2-jaxws:1.7.9;org.apache.geronimo.specs:geronimo-annotation_1.0_spec:1.1;org.apache.geronimo.specs:geronimo-jaxws_2.2_spec:1.0;org.apache.axis2:axis2-saaj:1.7.9;org.apache.geronimo.specs:geronimo-saaj_1.3_spec:1.0.1;org.apache.axis2:axis2-metadata:1.7.9;com.sun.xml.ws:jaxws-tools:2.1.3;org.apache.geronimo.specs:geronimo-javamail_1.4_spec:1.6;xml-resolver:xml-resolver:1.2;com.sun.xml.bind:jaxb-impl:2.2.6;com.sun.xml.bind:jaxb-xjc:2.2.6;xalan:xalan:2.7.0;javax.xml.bind:jaxb-api:2.2.6
