number,coordinate,dependencies
0,org.apache.camel.quarkus:camel-quarkus-validator-deployment:1.5.0,org.apache.camel.quarkus:camel-quarkus-validator-deployment:1.5.0;org.apache.camel.quarkus:camel-quarkus-core-deployment:1.5.0;io.quarkus:quarkus-core-deployment:1.10.3.Final;org.wildfly.common:wildfly-common:1.5.4.Final-format-001;io.quarkus.gizmo:gizmo:1.0.6.Final;org.ow2.asm:asm-util:9.0;org.ow2.asm:asm-tree:9.0;org.ow2.asm:asm-analysis:9.0;org.jboss:jandex:2.2.1.Final;org.ow2.asm:asm:9.0;io.quarkus:quarkus-development-mode-spi:1.10.3.Final;io.quarkus:quarkus-bootstrap-core:1.10.3.Final;io.quarkus:quarkus-bootstrap-app-model:1.10.3.Final;org.jboss.logging:commons-logging-jboss-logging:1.0.0.Final;io.quarkus:quarkus-bootstrap-maven-resolver:1.10.3.Final;org.apache.maven:maven-embedder:3.6.3;org.apache.maven:maven-settings:3.6.3;org.apache.maven:maven-core:3.6.3;org.apache.maven:maven-artifact:3.6.3;org.codehaus.plexus:plexus-component-annotations:2.1.0;org.apache.maven:maven-plugin-api:3.6.3;org.apache.maven:maven-model:3.6.3;org.apache.maven:maven-model-builder:3.6.3;org.apache.maven:maven-builder-support:3.6.3;org.apache.maven.resolver:maven-resolver-api:1.4.1;org.apache.maven.resolver:maven-resolver-util:1.4.1;org.apache.maven.shared:maven-shared-utils:3.2.1;commons-io:commons-io:2.5;com.google.inject:guice:4.2.1;com.google.guava:guava:25.1-android;org.codehaus.plexus:plexus-utils:3.2.1;org.codehaus.plexus:plexus-classworlds:2.6.0;commons-cli:commons-cli:1.4;org.apache.commons:commons-lang3:3.8.1;org.eclipse.sisu:org.eclipse.sisu.plexus:0.3.4;org.apache.maven:maven-settings-builder:3.6.3;org.codehaus.plexus:plexus-interpolation:1.25;org.sonatype.plexus:plexus-sec-dispatcher:1.4;org.sonatype.plexus:plexus-cipher:1.4;org.apache.maven:maven-resolver-provider:3.6.3;org.apache.maven:maven-repository-metadata:3.6.3;org.apache.maven.resolver:maven-resolver-spi:1.4.1;org.apache.maven.resolver:maven-resolver-impl:1.4.1;org.apache.maven.resolver:maven-resolver-connector-basic:1.4.1;org.apache.maven.resolver:maven-resolver-transport-wagon:1.4.1;org.apache.maven.wagon:wagon-http:3.3.4;org.apache.maven.wagon:wagon-http-shared:3.3.4;org.jsoup:jsoup:1.12.1;org.apache.httpcomponents:httpclient:4.5.9;commons-codec:commons-codec:1.11;org.apache.httpcomponents:httpcore:4.4.11;org.apache.maven.wagon:wagon-provider-api:3.3.4;org.apache.maven.wagon:wagon-file:3.3.4;io.quarkus:quarkus-bootstrap-gradle-resolver:1.10.3.Final;io.smallrye.common:smallrye-common-io:1.4.1;io.quarkus:quarkus-devtools-utilities:1.10.3.Final;org.eclipse.sisu:org.eclipse.sisu.inject:0.3.4;io.quarkus:quarkus-core:1.10.3.Final;jakarta.annotation:jakarta.annotation-api:1.3.5;jakarta.enterprise:jakarta.enterprise.cdi-api:2.0.2;jakarta.el:jakarta.el-api:3.0.3;jakarta.interceptor:jakarta.interceptor-api:1.2.5;jakarta.ejb:jakarta.ejb-api:3.2.6;jakarta.inject:jakarta.inject-api:1.0;io.quarkus:quarkus-ide-launcher:1.10.3.Final;io.smallrye.config:smallrye-config:1.9.3;io.smallrye.common:smallrye-common-annotation:1.4.0;io.smallrye.config:smallrye-config-common:1.9.3;io.smallrye.common:smallrye-common-expression:1.4.0;io.smallrye.common:smallrye-common-function:1.4.0;io.smallrye.common:smallrye-common-constraint:1.4.0;io.smallrye.common:smallrye-common-classloader:1.4.0;org.jboss.logging:jboss-logging:3.4.1.Final;org.jboss.logmanager:jboss-logmanager-embedded:1.0.6;org.jboss.logging:jboss-logging-annotations:2.1.0.Final;org.jboss.threads:jboss-threads:3.1.1.Final;org.slf4j:slf4j-api:1.7.30;org.jboss.slf4j:slf4j-jboss-logmanager:1.1.0.Final;io.quarkus:quarkus-bootstrap-runner:1.10.3.Final;io.quarkus:quarkus-builder:1.10.3.Final;org.graalvm.sdk:graal-sdk:20.2.0;io.quarkus:quarkus-arc-deployment:1.10.3.Final;io.quarkus:quarkus-arc:1.10.3.Final;io.quarkus.arc:arc:1.10.3.Final;jakarta.transaction:jakarta.transaction-api:1.3.3;org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api:1.0.1;io.quarkus.arc:arc-processor:1.10.3.Final;org.apache.camel.quarkus:camel-quarkus-support-common-deployment:1.5.0;org.apache.camel.quarkus:camel-quarkus-support-common:1.5.0;org.apache.camel.quarkus:camel-quarkus-core:1.5.0;org.apache.camel:camel-base:3.7.0;org.apache.camel:camel-api:3.7.0;org.apache.camel:camel-management-api:3.7.0;org.apache.camel:camel-util:3.7.0;org.apache.camel:camel-componentdsl:3.7.0;org.apache.camel:camel-core-catalog:3.7.0;org.apache.camel:camel-tooling-model:3.7.0;org.apache.camel:camel-util-json:3.7.0;org.apache.camel:camel-core-engine:3.7.0;org.apache.camel:camel-base-engine:3.7.0;org.apache.camel:camel-core-reifier:3.7.0;org.apache.camel:camel-core-model:3.7.0;org.apache.camel:camel-core-languages:3.7.0;org.apache.camel:camel-core-processor:3.7.0;org.apache.camel:camel-endpointdsl:3.7.0;org.apache.camel:camel-microprofile-config:3.7.0;org.eclipse.microprofile.config:microprofile-config-api:1.4;org.glassfish.jaxb:jaxb-runtime:2.3.3-b02;org.glassfish.jaxb:txw2:2.3.3-b02;com.sun.istack:istack-commons-runtime:3.0.10;com.sun.activation:jakarta.activation:1.2.1;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:2.0.0.Final;io.quarkus:quarkus-jaxp-deployment:1.10.3.Final;io.quarkus:quarkus-jaxp:1.10.3.Final;org.apache.camel.quarkus:camel-quarkus-validator:1.5.0;org.apache.camel:camel-validator:3.7.0;org.apache.camel:camel-support:3.7.0;org.apache.camel:camel-xml-jaxp:3.7.0
1,com.daml:daml-lf-data_2.12:1.9.0-snapshot.20210119.6062.0.5b3663a5,com.daml:daml-lf-data_2.12:1.9.0-snapshot.20210119.6062.0.5b3663a5;com.google.guava:guava:29.0-jre;com.google.guava:failureaccess:1.0.1;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;com.google.code.findbugs:jsr305:3.0.2;org.checkerframework:checker-qual:2.11.1;com.google.errorprone:error_prone_annotations:2.3.4;com.google.j2objc:j2objc-annotations:1.3;com.google.protobuf:protobuf-java:3.11.0;org.scala-lang.modules:scala-collection-compat_2.12:2.3.2;org.scala-lang:scala-library:2.12.12;org.scalaz:scalaz-core_2.12:7.2.30
2,org.scala-lang.modules:scala-xml_sjs1_2.12:2.0.0-M3,org.scala-lang.modules:scala-xml_sjs1_2.12:2.0.0-M3;org.scala-lang:scala-library:2.12.12;org.scala-js:scalajs-library_2.12:1.3.1
3,org.locationtech.geomesa:geomesa-spark-sql_2.11:2.4.2,org.locationtech.geomesa:geomesa-spark-sql_2.11:2.4.2;org.locationtech.geomesa:geomesa-spark-core_2.11:2.4.2;org.locationtech.geomesa:geomesa-feature-all_2.11:2.4.2;org.locationtech.geomesa:geomesa-feature-kryo_2.11:2.4.2;org.json4s:json4s-native_2.11:3.5.4;org.json4s:json4s-core_2.11:3.5.4;org.json4s:json4s-ast_2.11:3.5.4;org.json4s:json4s-scalap_2.11:3.5.4;com.jayway.jsonpath:json-path:2.2.0;net.minidev:json-smart:2.2.1;net.minidev:accessors-smart:1.1;org.locationtech.geomesa:geomesa-feature-avro_2.11:2.4.2;org.apache.avro:avro:1.7.5;org.codehaus.jackson:jackson-core-asl:1.9.13;org.codehaus.jackson:jackson-mapper-asl:1.9.13;com.thoughtworks.paranamer:paranamer:2.3;org.locationtech.geomesa:geomesa-feature-nio_2.11:2.4.2;org.locationtech.geomesa:geomesa-spark-jts_2.11:2.4.2;org.locationtech.jts.io:jts-io-common:1.16.0;org.locationtech.jts:jts-core:1.16.0;org.locationtech.spatial4j:spatial4j:0.7;org.geotools:gt-geojson:21.1;org.geotools:gt-main:21.1;org.jdom:jdom2:2.0.6;com.fasterxml.jackson.core:jackson-core:2.9.7;com.googlecode.json-simple:json-simple:1.1;org.apache.commons:commons-lang3:3.8.1;org.locationtech.geomesa:geomesa-utils_2.11:2.4.2;org.locationtech.geomesa:geomesa-z3_2.11:2.4.2;io.sgr:s2-geometry-library-java:1.0.1;org.locationtech.sfcurve:sfcurve-zorder_2.11:0.2.0;org.locationtech.sfcurve:sfcurve-api_2.11:0.2.0;org.apache.commons:commons-pool2:2.6.1;org.apache.commons:commons-csv:1.5;commons-codec:commons-codec:1.9;org.apache.commons:commons-compress:1.18;commons-io:commons-io:2.5;org.apache.commons:commons-text:1.4;org.geotools:gt-referencing:21.1;org.ejml:ejml-ddense:0.34;org.ejml:ejml-core:0.34;commons-pool:commons-pool:1.5.4;net.sf.geographiclib:GeographicLib-Java:1.49;org.geotools:gt-metadata:21.1;org.geotools:gt-opengis:21.1;systems.uom:systems-common-java8:0.7.2;tec.uom:uom-se:1.0.8;javax.measure:unit-api:1.0;tec.uom.lib:uom-lib-common:1.0.2;si.uom:si-quantity:0.7.1;si.uom:si-units-java8:0.7.1;org.geotools:gt-cql:21.1;org.geotools:gt-xml:21.1;commons-collections:commons-collections:3.2.2;org.apache.xml:xml-commons-resolver:1.2;org.geotools:gt-grid:21.1;org.geotools:gt-shapefile:21.1;com.googlecode.efficient-java-matrix-library:core:0.26;com.typesafe:config:1.3.3;com.google.guava:guava:17.0;com.esotericsoftware:kryo-shaded:3.0.3;com.esotericsoftware:minlog:1.3.0;org.objenesis:objenesis:2.1;com.google.code.gson:gson:2.8.1;com.clearspring.analytics:stream:2.9.2;org.slf4j:slf4j-api:1.7.7;org.parboiled:parboiled-scala_2.11:1.1.7;org.parboiled:parboiled-core:1.1.7;com.github.ben-manes.caffeine:caffeine:2.5.6;org.scala-lang.modules:scala-parser-combinators_2.11:1.0.6;org.scala-lang.modules:scala-xml_2.11:1.0.6;com.typesafe.scala-logging:scala-logging_2.11:3.8.0;org.scala-lang:scala-reflect:2.11.12;org.locationtech.geomesa:geomesa-cqengine_2.11:2.4.2;com.googlecode.cqengine:cqengine:3.0.0;com.googlecode.concurrent-trees:concurrent-trees:2.6.1;net.jodah:typetools:0.5.0;org.locationtech.geomesa:geomesa-filter_2.11:2.4.2;org.geotools:gt-transform:21.1;org.locationtech.geomesa:geomesa-cqengine-datastore_2.11:2.4.2;org.locationtech.geomesa:geomesa-feature-common_2.11:2.4.2;org.geotools:gt-process-feature:21.1;org.geotools:gt-process:21.1;org.jaitools:jt-utils:1.5.0;org.geotools:gt-coverage:21.1;org.jaitools:jt-zonalstats:1.5.0;it.geosolutions.jaiext.affine:jt-affine:1.1.9;it.geosolutions.jaiext.algebra:jt-algebra:1.1.9;it.geosolutions.jaiext.bandmerge:jt-bandmerge:1.1.9;it.geosolutions.jaiext.bandselect:jt-bandselect:1.1.9;it.geosolutions.jaiext.bandcombine:jt-bandcombine:1.1.9;it.geosolutions.jaiext.border:jt-border:1.1.9;it.geosolutions.jaiext.buffer:jt-buffer:1.1.9;it.geosolutions.jaiext.crop:jt-crop:1.1.9;it.geosolutions.jaiext.iterators:jt-iterators:1.1.9;it.geosolutions.jaiext.lookup:jt-lookup:1.1.9;it.geosolutions.jaiext.mosaic:jt-mosaic:1.1.9;it.geosolutions.jaiext.nullop:jt-nullop:1.1.9;it.geosolutions.jaiext.rescale:jt-rescale:1.1.9;it.geosolutions.jaiext.scale:jt-scale:1.1.9;it.geosolutions.jaiext.scale2:jt-scale2:1.1.9;org.huldra.math:bigint:0.7.1;it.geosolutions.jaiext.stats:jt-stats:1.1.9;it.geosolutions.jaiext.translate:jt-translate:1.1.9;it.geosolutions.jaiext.utilities:jt-utilities:1.1.9;it.geosolutions.jaiext.warp:jt-warp:1.1.9;it.geosolutions.jaiext.zonal:jt-zonal:1.1.9;it.geosolutions.jaiext.binarize:jt-binarize:1.1.9;it.geosolutions.jaiext.format:jt-format:1.1.9;it.geosolutions.jaiext.colorconvert:jt-colorconvert:1.1.9;it.geosolutions.jaiext.errordiffusion:jt-errordiffusion:1.1.9;it.geosolutions.jaiext.orderdither:jt-orderdither:1.1.9;it.geosolutions.jaiext.colorindexer:jt-colorindexer:1.1.9;it.geosolutions.jaiext.imagefunction:jt-imagefunction:1.1.9;it.geosolutions.jaiext.piecewise:jt-piecewise:1.1.9;it.geosolutions.jaiext.classifier:jt-classifier:1.1.9;it.geosolutions.jaiext.rlookup:jt-rlookup:1.1.9;it.geosolutions.jaiext.vectorbin:jt-vectorbin:1.1.9;it.geosolutions.jaiext.shadedrelief:jt-shadedrelief:1.1.9;org.scala-lang:scala-library:2.11.7
4,com.amazonaws:aws-java-sdk-cloudhsm:1.11.968,com.amazonaws:aws-java-sdk-cloudhsm:1.11.968;com.amazonaws:aws-java-sdk-core:1.11.968;commons-logging:commons-logging:1.1.3;org.apache.httpcomponents:httpclient:4.5.13;org.apache.httpcomponents:httpcore:4.4.13;commons-codec:commons-codec:1.11;software.amazon.ion:ion-java:1.0.2;com.fasterxml.jackson.core:jackson-databind:2.6.7.4;com.fasterxml.jackson.core:jackson-annotations:2.6.0;com.fasterxml.jackson.core:jackson-core:2.6.7;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.6.7;joda-time:joda-time:2.8.1;com.amazonaws:jmespath-java:1.11.968
5,io.gravitee.plugin:gravitee-plugin-cockpit:1.17.1,io.gravitee.plugin:gravitee-plugin-cockpit:1.17.1;io.gravitee.cockpit:gravitee-cockpit-api:1.0.0;io.gravitee.plugin:gravitee-plugin-core:1.17.1;io.gravitee.plugin:gravitee-plugin-api:1.17.1;io.gravitee.common:gravitee-common:1.16.2;com.fasterxml.uuid:java-uuid-generator:3.1.4;org.reflections:reflections:0.9.11;com.google.guava:guava:20.0;org.javassist:javassist:3.21.0-GA;org.springframework:spring-core:5.2.6.RELEASE;org.springframework:spring-jcl:5.2.6.RELEASE;org.springframework:spring-context:5.2.6.RELEASE;org.springframework:spring-aop:5.2.6.RELEASE;org.springframework:spring-beans:5.2.6.RELEASE;org.springframework:spring-expression:5.2.6.RELEASE
6,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.template.mgt:5.18.185,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.template.mgt:5.18.185;org.wso2.eclipse.osgi:org.eclipse.osgi.services:3.5.100.v20160504-1419;org.wso2.carbon:org.wso2.carbon.core:4.6.1-alpha3;org.wso2.orbit.com.hazelcast:hazelcast:3.12.2.wso2v1;org.eclipse.platform:org.eclipse.osgi:3.14.0;org.eclipse.equinox:org.eclipse.equinox.http.helper:1.1.0.wso2v1;org.eclipse.equinox:javax.servlet:3.0.0.v201112011016;org.eclipse.osgi:org.eclipse.osgi.services:3.3.0.v20110513;org.wso2.orbit.org.bouncycastle:bcprov-jdk15on:1.60.0.wso2v1;org.bouncycastle:bcprov-jdk15on:1.60;org.wso2.carbon:javax.cache.wso2:4.6.1-alpha3;org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1;org.wso2.carbon:org.wso2.carbon.base:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.securevault:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.registry.core:4.6.1-alpha3;commons-io.wso2:commons-io:2.4.0.wso2v1;net.sourceforge.findbugs:annotations:1.3.2;org.apache.ws.commons.schema.wso2:XmlSchema:1.4.7.wso2v6;org.wso2.carbon:org.wso2.carbon.registry.api:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.registry.xboot:4.6.1-alpha3;org.compass-project.wso2:compass:2.0.1.wso2v2;org.apache.abdera.wso2:abdera:1.0.0.wso2v3;org.wso2.orbit.org.apache.tomcat:jdbc-pool:9.0.35.wso2v1;org.wso2.orbit.commons-httpclient:commons-httpclient:3.1.0.wso2v6;commons-pool.wso2:commons-pool:1.5.6.wso2v1;org.wso2.carbon:org.wso2.carbon.user.core:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.user.api:4.6.1-alpha3;xerces.wso2:xercesImpl:2.8.1.wso2v2;commons-dbcp.wso2:commons-dbcp:1.4.0.wso2v1;org.wso2.carbon:org.wso2.carbon.utils:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.bootstrap:4.6.1-alpha3;wrapper:wrapper:3.2.3;org.ops4j.pax.logging:pax-logging-log4j2:1.11.3;org.osgi:osgi.core:6.0.0;org.osgi:osgi.cmpn:6.0.0;org.wso2.carbon:org.wso2.carbon.queuing:4.6.1-alpha3;org.igniterealtime.smack.wso2:smack:3.0.4.wso2v1;org.igniterealtime.smack.wso2:smackx:3.0.4.wso2v1;jaxen:jaxen:1.1.1;dom4j:dom4j:1.6.1;jdom:jdom:1.0;xml-apis:xml-apis:1.3.02;xerces:xercesImpl:2.6.2;xom:xom:1.0;xerces:xmlParserAPIs:2.6.2;com.ibm.icu:icu4j:2.6.1;org.wso2.orbit.commons-fileupload:commons-fileupload:1.3.3.wso2v1;org.apache.ant.wso2:ant:1.7.0.wso2v1;org.apache.ant:ant:1.7.0;org.apache.ant:ant-launcher:1.7.0;org.wso2.carbon.crypto:org.wso2.carbon.crypto.api:1.1.8;org.wso2.orbit.commons-collections:commons-collections:3.2.2.wso2v1;org.apache.axis2.wso2:axis2:1.6.1-wso2v41;org.wso2.orbit.org.apache.neethi:neethi:2.0.4.wso2v5;org.apache.httpcomponents.wso2:httpcore:4.3.3.wso2v1;com.google.code.gson:gson:2.8.5;org.apache.tomcat:tomcat-catalina-ha:9.0.34;org.apache.tomcat:tomcat-juli:9.0.34;org.apache.tomcat:tomcat-tribes:9.0.34;org.apache.tomcat:tomcat-catalina:9.0.34;org.apache.tomcat:tomcat-jsp-api:9.0.34;org.apache.tomcat:tomcat-el-api:9.0.34;org.apache.tomcat:tomcat-annotations-api:9.0.34;org.apache.tomcat:tomcat-api:9.0.34;org.apache.tomcat:tomcat-jni:9.0.34;org.apache.tomcat:tomcat-jaspic-api:9.0.34;org.apache.tomcat:tomcat-util:9.0.34;org.apache.tomcat:tomcat-util-scan:9.0.34;wsdl4j.wso2:wsdl4j:1.6.2.wso2v4;org.osgi:org.osgi.service.component.annotations:1.3.0;org.osgi:org.osgi.annotation:6.0.0;org.osgi:org.osgi.service.metatype.annotations:1.3.0;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.core:5.18.185;org.wso2.orbit.org.opensaml:opensaml:3.3.1.wso2v2;org.wso2.orbit.joda-time:joda-time:2.9.4.wso2v1;commons-codec:commons-codec:1.10;org.cryptacular:cryptacular:1.1.3;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.base:5.18.185;org.apache.ws.commons.axiom.wso2:axiom:1.2.11-wso2v16;org.apache.geronimo.specs.wso2:geronimo-stax-api_1.0_spec:1.0.1.wso2v2;org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1;org.codehaus.woodstox:woodstox-core-asl:4.2.0;org.codehaus.woodstox:stax2-api:3.1.4;commons-logging:commons-logging:1.2;org.wso2.securevault:org.wso2.securevault:1.1.3;org.apache.ws.commons.axiom:axiom-api:1.2.11;org.apache.geronimo.specs:geronimo-activation_1.1_spec:1.0.2;org.apache.geronimo.specs:geronimo-javamail_1.4_spec:1.6;org.apache.ws.commons.axiom:axiom-impl:1.2.11;org.codehaus.woodstox:wstx-asl:3.2.9;jline:jline:0.9.94;junit:junit:3.8.1;commons-cli:commons-cli:1.0;commons-io:commons-io:2.0;org.wso2.carbon.commons:org.wso2.carbon.tenant.common:4.7.18;org.apache.commons:commons-lang3:3.1;org.slf4j:slf4j-api:1.7.21;org.slf4j:slf4j-simple:1.7.21;ua.parser.wso2:ua-parser:1.3.0.wso2v2;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.common:5.18.185;org.json.wso2:json:3.0.0.wso2v1;org.json:json:20140107;org.wso2.orbit.javax.xml.bind:jaxb-api:2.3.1.wso2v1;org.wso2.carbon.utils:org.wso2.carbon.database.utils:2.0.13;commons-dbcp:commons-dbcp:1.4;commons-pool:commons-pool:1.5.4;commons-lang:commons-lang:2.6;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.configuration.mgt.core:5.18.185;commons-lang.wso2:commons-lang:2.6.0.wso2v1;org.eclipse.osgi:org.eclipse.osgi:3.9.1.v20130814-1242;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.18.185;org.wso2.orbit.commons-codec:commons-codec:1.14.0.wso2v1;org.wso2.carbon:org.wso2.carbon.ui:4.6.1-alpha3;org.apache.tiles.wso2:tiles-jsp:2.0.5.wso2v1;org.wso2.carbon:org.wso2.carbon.authenticator.proxy:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.authenticator.stub:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.tomcat:4.6.1-alpha3;org.wso2.eclipse.equinox:org.eclipse.equinox.common:3.8.0.v20160509-1230;org.wso2.carbon:org.wso2.carbon.core.common:4.6.1-alpha3;org.eclipse.equinox:org.eclipse.equinox.http.servlet:1.1.400.v20130418-1354;org.eclipse.equinox:javax.servlet.jsp:2.2.0.v201112011158;org.wso2.carbon:org.wso2.carbon.core.commons.stub:4.6.1-alpha3;org.apache.axis2.wso2:axis2-client:1.6.1-wso2v41;org.apache.axis2.wso2:axis2-json:1.6.1-wso2v41;org.apache.woden.wso2:woden:1.0.0.M8-wso2v1;commons-codec.wso2:commons-codec:1.3.0.wso2v1;org.wso2.orbit.org.owasp.encoder:encoder:1.2.0.wso2v1;org.wso2.orbit.org.apache.tomcat:tomcat:9.0.34.wso2v1;org.wso2.carbon.identity.framework:org.wso2.carbon.idp.mgt:5.18.185;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.18.185;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.mgt:5.18.185;org.wso2.carbon.identity.framework:org.wso2.carbon.security.mgt:5.18.185;backport-util-concurrent.wso2:backport-util-concurrent:3.1.0.wso2v1;org.wso2.carbon.identity.framework:org.wso2.carbon.user.mgt:5.18.185;org.wso2.carbon.identity.framework:org.wso2.carbon.user.mgt.common:5.18.185;au.com.bytecode.opencsv.wso2:opencsv:1.8.wso2v1;org.wso2.orbit.org.apache.poi:poi-scratchpad:3.17.0.wso2v1;org.apache.poi:poi-scratchpad:3.17;org.apache.poi:poi:3.17;org.apache.commons:commons-collections4:4.1;org.wso2.orbit.org.apache.poi:poi-ooxml:3.17.0.wso2v1;org.jacoco:org.jacoco.agent:0.8.2;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.claim.metadata.mgt:5.18.185;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.store.configuration:5.18.185;org.wso2.carbon:org.wso2.carbon.ndatasource.core:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.ndatasource.common:4.6.1-alpha3;org.wso2.carbon:org.wso2.carbon.ndatasource.rdbms:4.6.1-alpha3;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.profile:5.18.185;org.wso2.orbit.org.apache.httpcomponents:httpclient:4.3.6.wso2v2;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.testutil:5.18.185;org.apache.logging.log4j:log4j-api:2.12.0;org.apache.logging.log4j:log4j-core:2.12.0;org.wso2.carbon.consent.mgt:org.wso2.carbon.consent.mgt.core:2.2.10;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.event:5.18.185;org.apache.axis2.transport:axis2-transport-mail:2.0.0-wso2v42;javax.mail:mail:1.4.1;javax.activation:activation:1.1;org.apache.axis2:axis2-transport-base:1.6.1-wso2v40;org.apache.axis2:axis2-kernel:1.6.1-wso2v40;org.apache.geronimo.specs:geronimo-ws-metadata_2.0_spec:1.1.2;javax.servlet:servlet-api:2.3;commons-httpclient:commons-httpclient:3.1;wsdl4j:wsdl4j:1.6.2;org.apache.neethi:neethi:2.0.4;org.apache.woden:woden-api:1.0M9;org.apache.ws.commons.schema:XmlSchema:1.4.7;org.apache.woden:woden-impl-dom:1.0M9;org.apache.woden:woden-impl-commons:1.0M9;javax.ws.rs:jsr311-api:1.0;org.wso2.orbit.javax.activation:activation:1.1.1.wso2v2;org.wso2.carbon.identity.framework:org.wso2.carbon.identity.functions.library.mgt:5.18.185;org.ops4j.pax.logging:pax-logging-api:1.10.1;org.apache.felix:org.apache.felix.scr.ds-annotations:1.2.8
7,org.eclipse.ditto:ditto-services-utils-jwt:1.2.1,org.eclipse.ditto:ditto-services-utils-jwt:1.2.1;org.eclipse.ditto:ditto-json:1.2.1;com.eclipsesource.minimal-json:minimal-json:0.9.5;org.eclipse.ditto:ditto-model-base:1.2.1;org.atteo.classindex:classindex:3.8;io.jsonwebtoken:jjwt-api:0.10.7
8,org.elasticsearch:elasticsearch-hadoop-hive:7.11.2,org.elasticsearch:elasticsearch-hadoop-hive:7.11.2;org.apache.hive:hive-service:1.2.1;org.apache.hive:hive-exec:1.2.1;org.apache.hive:hive-metastore:1.2.1;commons-logging:commons-logging:1.1.1;javax.xml.bind:jaxb-api:2.3.1
9,com.lightbend.cloudflow:cloudflow-blueprint_2.12:2.0.22-NIGHTLY20210201,com.lightbend.cloudflow:cloudflow-blueprint_2.12:2.0.22-NIGHTLY20210201;org.scala-lang:scala-library:2.12.12;org.apache.avro:avro:1.8.2;org.codehaus.jackson:jackson-core-asl:1.9.13;org.codehaus.jackson:jackson-mapper-asl:1.9.13;com.thoughtworks.paranamer:paranamer:2.7;org.xerial.snappy:snappy-java:1.1.1.3;org.apache.commons:commons-compress:1.8.1;org.tukaani:xz:1.5;org.slf4j:slf4j-api:1.7.7;com.typesafe:config:1.3.4;io.spray:spray-json_2.12:1.3.5;com.thesamet.scalapb:scalapb-runtime_2.12:0.10.2;com.thesamet.scalapb:lenses_2.12:0.10.2;com.google.protobuf:protobuf-java:3.11.4;org.scala-lang.modules:scala-collection-compat_2.12:2.1.4;com.lihaoyi:fastparse_2.12:2.2.4;com.lihaoyi:sourcecode_2.12:0.2.1;com.lihaoyi:geny_2.12:0.5.1
