number,coordinate,dependencies
0,com.helger.commons:ph-collection:10.0.0,com.helger.commons:ph-collection:10.0.0;com.helger.commons:ph-commons:10.0.0;com.google.code.findbugs:jsr305:3.0.2;org.slf4j:slf4j-api:1.7.30
1,io.dropwizard.metrics5:metrics-logback:5.0.0-rc4,io.dropwizard.metrics5:metrics-logback:5.0.0-rc4;io.dropwizard.metrics5:metrics-core:5.0.0-rc4;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:slf4j-api:1.7.30
2,io.quarkus:quarkus-vertx-http:1.10.1.Final,io.quarkus:quarkus-vertx-http:1.10.1.Final;io.quarkus:quarkus-core:1.10.1.Final;jakarta.annotation:jakarta.annotation-api:1.3.5;jakarta.enterprise:jakarta.enterprise.cdi-api:2.0.2;jakarta.el:jakarta.el-api:3.0.3;jakarta.interceptor:jakarta.interceptor-api:1.2.5;jakarta.ejb:jakarta.ejb-api:3.2.6;jakarta.inject:jakarta.inject-api:1.0;io.quarkus:quarkus-ide-launcher:1.10.1.Final;io.quarkus:quarkus-development-mode-spi:1.10.1.Final;io.smallrye.config:smallrye-config:1.9.3;io.smallrye.common:smallrye-common-annotation:1.4.0;io.smallrye.config:smallrye-config-common:1.9.3;org.eclipse.microprofile.config:microprofile-config-api:1.4;io.smallrye.common:smallrye-common-expression:1.4.0;io.smallrye.common:smallrye-common-function:1.4.0;io.smallrye.common:smallrye-common-constraint:1.4.0;io.smallrye.common:smallrye-common-classloader:1.4.0;org.ow2.asm:asm:8.0.1;org.jboss.logging:jboss-logging:3.4.1.Final;org.jboss.logmanager:jboss-logmanager-embedded:1.0.6;org.jboss.logging:jboss-logging-annotations:2.1.0.Final;org.jboss.threads:jboss-threads:3.1.1.Final;org.slf4j:slf4j-api:1.7.30;org.jboss.slf4j:slf4j-jboss-logmanager:1.1.0.Final;org.graalvm.sdk:graal-sdk:20.2.0;org.wildfly.common:wildfly-common:1.5.4.Final-format-001;io.quarkus:quarkus-bootstrap-runner:1.10.1.Final;io.smallrye.common:smallrye-common-io:1.4.1;io.quarkus:quarkus-security-runtime-spi:1.10.1.Final;io.quarkus.security:quarkus-security:1.1.3.Final;io.smallrye.reactive:mutiny:0.4.3;org.reactivestreams:reactive-streams:1.0.3;io.quarkus:quarkus-vertx-core:1.10.1.Final;io.quarkus:quarkus-arc:1.10.1.Final;io.quarkus.arc:arc:1.10.1.Final;jakarta.transaction:jakarta.transaction-api:1.3.3;org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api:1.0.1;io.quarkus:quarkus-netty:1.10.1.Final;io.netty:netty-codec:4.1.49.Final;io.netty:netty-handler:4.1.49.Final;io.vertx:vertx-core:3.9.4;io.netty:netty-common:4.1.49.Final;io.netty:netty-buffer:4.1.49.Final;io.netty:netty-transport:4.1.49.Final;io.netty:netty-handler-proxy:4.1.49.Final;io.netty:netty-codec-socks:4.1.49.Final;io.netty:netty-codec-http:4.1.49.Final;io.netty:netty-codec-http2:4.1.49.Final;io.netty:netty-resolver:4.1.49.Final;io.netty:netty-resolver-dns:4.1.49.Final;io.netty:netty-codec-dns:4.1.49.Final;com.fasterxml.jackson.core:jackson-core:2.11.3;io.vertx:vertx-web:3.9.4;io.vertx:vertx-web-common:3.9.4;io.vertx:vertx-auth-common:3.9.4;io.vertx:vertx-bridge-common:3.9.4
3,com.github.tkrs:fluflu-core_2.12:0.24.2,com.github.tkrs:fluflu-core_2.12:0.24.2;org.scala-lang:scala-library:2.12.12;com.github.tkrs:fluflu-msgpack_2.12:0.24.2;org.msgpack:msgpack-core:0.8.21;com.typesafe.scala-logging:scala-logging_2.12:3.9.2;org.scala-lang:scala-reflect:2.12.7;org.slf4j:slf4j-api:1.7.25
4,de.sciss:lucre-bdb_3.0.0-M3:4.4.1,de.sciss:lucre-bdb_3.0.0-M3:4.4.1;de.sciss:lucre-core_3.0.0-M3:4.4.1;de.sciss:lucre-data_3.0.0-M3:4.4.1;de.sciss:lucre-base_3.0.0-M3:4.4.1;de.sciss:serial_3.0.0-M3:2.0.1;de.sciss:lucre-geom_3.0.0-M3:4.4.1;de.sciss:equal_3.0.0-M3:0.1.6;de.sciss:log_3.0.0-M3:0.1.1;de.sciss:model_3.0.0-M3:0.3.5;org.scala-stm:scala-stm_3.0.0-M3:0.11.0;org.scala-lang:scala3-library_3.0.0-M3:3.0.0-M3;org.scala-lang:scala-library:2.13.4;de.sciss:bdb-je:7.5.11
5,de.mhus.lib:lib-annotations:7.3.0,de.mhus.lib:lib-annotations:7.3.0;com.fasterxml.jackson.core:jackson-databind:2.10.2;com.fasterxml.jackson.core:jackson-annotations:2.10.2;com.fasterxml.jackson.core:jackson-core:2.10.2;org.apache.logging.log4j:log4j-core:2.8.1;org.apache.logging.log4j:log4j-api:2.8.1;org.slf4j:slf4j-api:1.7.6
6,org.dhatim:hamcrest-postgresql:0.0.26,org.dhatim:hamcrest-postgresql:0.0.26;org.hamcrest:hamcrest-library:1.3;org.hamcrest:hamcrest-core:1.3;org.antlr:antlr4-runtime:4.9.2
7,org.idpf:epubcheck:v4.0.0-alpha6,org.idpf:epubcheck:v4.0.0-alpha6;net.sf.saxon:Saxon-HE:9.5.1-5;org.apache.commons:commons-compress:1.5;org.daisy.libs:jing:20120724.0.0;org.w3c.css:sac:1.3;com.google.guava:guava:13.0.1;org.codehaus.jackson:jackson-core-asl:1.9.12;org.codehaus.jackson:jackson-mapper-asl:1.9.12;org.javatuples:javatuples:1.2
8,com.github.dblock.waffle:waffle-jna:1.5,com.github.dblock.waffle:waffle-jna:1.5;net.java.dev.jna:platform:3.5.0;net.java.dev.jna:jna:3.5.0;org.slf4j:slf4j-api:1.7.2;com.google.guava:guava:13.0.1
9,org.kie.workbench:kie-wb-common-ala-provisioning-pipelines-openshift:7.46.0.Final,org.kie.workbench:kie-wb-common-ala-provisioning-pipelines-openshift:7.46.0.Final;org.kie.workbench:kie-wb-common-ala-spi:7.46.0.Final;javax.enterprise:cdi-api:2.0.SP1;javax.inject:javax.inject:1;org.uberfire:uberfire-nio2-model:7.46.0.Final;org.jboss.errai:errai-security-server:4.10.0.Final;org.apache.deltaspike.core:deltaspike-core-api:1.5.1;org.jboss.resteasy:resteasy-cdi:3.11.2.Final;org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.2_spec:2.0.0.Final;jakarta.validation:jakarta.validation-api:2.0.2;org.jboss.resteasy:resteasy-jaxrs:3.11.2.Final;org.reactivestreams:reactive-streams:1.0.3;org.jboss.spec.javax.annotation:jboss-annotations-api_1.3_spec:2.0.1.Final;com.sun.activation:jakarta.activation:1.2.1;com.github.stephenc.jcip:jcip-annotations:1.0-1;org.jboss.logging:jboss-logging:3.3.2.Final;org.jboss.weld:weld-api:3.0.SP4;org.javassist:javassist:3.23.2-GA;org.jsoup:jsoup:1.8.3;org.kie.soup:kie-soup-xstream:7.46.0.Final;com.thoughtworks.xstream:xstream:1.4.11.1;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;commons-codec:commons-codec:1.11;org.uberfire:uberfire-commons:7.46.0.Final;org.apache.activemq:artemis-jms-client:2.3.0;org.apache.activemq:artemis-core-client:2.3.0;org.apache.activemq:artemis-commons:2.3.0;org.apache.geronimo.specs:geronimo-json_1.0_spec:1.0-alpha-1;org.apache.johnzon:johnzon-core:0.9.5;org.apache.activemq:artemis-selector:2.3.0;org.jboss.errai:errai-marshalling:4.10.0.Final;org.jboss.errai:errai-common:4.10.0.Final;com.google.jsinterop:jsinterop-annotations:2.0.0;org.jboss.errai.reflections:reflections:4.10.0.Final;de.benediktmeurer.gwt-slf4j:gwt-slf4j:0.0.2;com.google.elemental2:elemental2-dom:1.1.0;com.google.jsinterop:base:1.0.0;com.google.elemental2:elemental2-core:1.1.0;com.google.elemental2:elemental2-promise:1.1.0;org.jboss.errai:errai-config:4.10.0.Final;org.jboss.errai:errai-codegen:4.10.0.Final;org.jboss.errai:errai-codegen-gwt:4.10.0.Final;org.jboss.spec.javax.jms:jboss-jms-api_2.0_spec:1.0.2.Final;io.netty:netty-buffer:4.1.51.Final;io.netty:netty-common:4.1.51.Final;io.netty:netty-transport:4.1.51.Final;io.netty:netty-resolver:4.1.51.Final;io.netty:netty-handler:4.1.51.Final;io.netty:netty-codec:4.1.51.Final;io.netty:netty-transport-native-epoll:4.1.51.Final;io.netty:netty-transport-native-unix-common:4.1.51.Final;io.netty:netty-transport-native-kqueue:4.1.51.Final;io.netty:netty-codec-http:4.1.51.Final;org.kie.soup:kie-soup-commons:7.46.0.Final;commons-configuration:commons-configuration:1.6;commons-collections:commons-collections:3.2.1;commons-lang:commons-lang:2.4;commons-beanutils:commons-beanutils:1.9.4;com.fasterxml.jackson.core:jackson-databind:2.10.4;com.fasterxml.jackson.core:jackson-annotations:2.10.4;com.fasterxml.jackson.core:jackson-core:2.10.4;net.bytebuddy:byte-buddy:1.10.3;org.slf4j:slf4j-api:1.7.26;org.kie.workbench:kie-wb-common-ala-openshift-provider:7.46.0.Final;org.kie.workbench:kie-wb-common-ala-services-api:7.46.0.Final;org.jboss.errai:errai-bus:4.10.0.Final;org.mvel:mvel2:2.4.8.Final;junit:junit:4.12;org.hamcrest:hamcrest-core:1.3;org.jgroups:jgroups:3.6.14.Final;org.hibernate:hibernate-validator:4.1.0.Final;javax.validation:validation-api:1.0.0.GA;org.kie.workbench:kie-wb-common-ala-build-maven:7.46.0.Final;org.kie.soup:kie-soup-maven-integration:7.46.0.Final;org.kie.soup:kie-soup-maven-support:7.46.0.Final;org.apache.maven:maven-plugin-api:3.3.9;org.apache.maven:maven-settings:3.3.9;org.apache.maven:maven-settings-builder:3.3.9;org.apache.maven:maven-compat:3.3.9;org.apache.maven:maven-aether-provider:3.3.9;org.sonatype.plexus:plexus-sec-dispatcher:1.3;org.codehaus.plexus:plexus-classworlds:2.5.2;org.eclipse.aether:aether-util:1.1.0;org.eclipse.aether:aether-impl:1.1.0;org.eclipse.aether:aether-spi:1.1.0;org.eclipse.aether:aether-transport-file:1.1.0;org.eclipse.aether:aether-transport-http:1.1.0;org.eclipse.sisu:org.eclipse.sisu.plexus:0.3.2;org.eclipse.sisu:org.eclipse.sisu.inject:0.3.2;org.apache.ant:ant:1.9.15;org.apache.ant:ant-launcher:1.9.15;org.apache.httpcomponents:httpcore:4.4.6;org.sonatype.plexus:plexus-cipher:1.7;com.google.inject:guice:4.0;org.uberfire:uberfire-nio2-jgit:7.46.0.Final;com.jcraft:jsch:0.1.54;org.apache.sshd:sshd-core:1.6.0;org.eclipse.jgit:org.eclipse.jgit.http.server:5.0.2.201807311906-r;org.eclipse.jgit:org.eclipse.jgit:5.0.2.201807311906-r;com.jcraft:jzlib:1.1.1;com.googlecode.javaewah:JavaEWAH:1.1.6;org.uberfire:uberfire-nio2-fs:7.46.0.Final;org.uberfire:uberfire-nio2-api:7.46.0.Final;commons-io:commons-io:2.6;org.apache.maven:maven-embedder:3.3.9;org.codehaus.plexus:plexus-component-annotations:1.6;commons-cli:commons-cli:1.2;org.apache.maven:maven-core:3.3.9;org.apache.maven:maven-repository-metadata:3.3.9;org.codehaus.plexus:plexus-interpolation:1.21;org.apache.maven:maven-artifact:3.3.9;org.apache.maven:maven-model:3.3.9;org.codehaus.plexus:plexus-utils:3.0.22;org.apache.maven:maven-model-builder:3.3.9;org.apache.maven:maven-builder-support:3.3.9;org.eclipse.aether:aether-api:1.1.0;org.eclipse.aether:aether-connector-basic:1.1.0;org.eclipse.aether:aether-transport-wagon:1.1.0;org.apache.maven.wagon:wagon-http:3.0.0;org.apache.maven.wagon:wagon-http-shared:3.0.0;org.apache.httpcomponents:httpclient:4.5.3;org.apache.maven.wagon:wagon-provider-api:3.0.0;com.google.guava:guava:25.0-jre;com.google.code.findbugs:jsr305:1.3.9;org.checkerframework:checker-compat-qual:2.0.0;com.google.errorprone:error_prone_annotations:2.1.3;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.14;org.kie.workbench:kie-wb-common-ala-openshift-client:7.46.0.Final;io.fabric8:kubernetes-model:4.6.0;io.fabric8:kubernetes-model-common:4.6.0;javax.annotation:javax.annotation-api:1.3.2;javax.xml.bind:jaxb-api:2.3.0;io.fabric8:kubernetes-client:4.6.0;com.github.mifmif:generex:1.0.2;dk.brics.automaton:automaton:1.11-8;io.fabric8:openshift-client:4.6.0;io.fabric8:zjsonpatch:0.3.0;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.10.4;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.10.4;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.10.4;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.10;org.slf4j:jul-to-slf4j:1.7.26;com.squareup.okhttp3:okhttp:3.12.1;com.squareup.okio:okio:1.15.0;com.squareup.okhttp3:logging-interceptor:3.12.1;com.google.code.gson:gson:2.8.2;org.kie.server:kie-server-client:7.46.0.Final;org.apache.commons:commons-lang3:3.9;org.kie:kie-api:7.46.0.Final;org.kie:kie-internal:7.46.0.Final;org.optaplanner:optaplanner-core:7.46.0.Final;org.drools:drools-compiler:7.46.0.Final;org.antlr:antlr-runtime:3.5.2;org.drools:drools-mvel:7.46.0.Final;org.kie.soup:kie-soup-project-datamodel-commons:7.46.0.Final;org.kie.soup:kie-soup-project-datamodel-api:7.46.0.Final;org.drools:drools-canonical-model:7.46.0.Final;org.drools:drools-model-compiler:7.46.0.Final;com.github.javaparser:javaparser-core:3.13.10;org.drools:drools-mvel-parser:7.46.0.Final;org.drools:drools-mvel-compiler:7.46.0.Final;org.apache.commons:commons-math3:3.4.1;org.reflections:reflections:0.9.11;org.drools:drools-core:7.46.0.Final;org.drools:drools-core-reflective:7.46.0.Final;org.drools:drools-core-dynamic:7.46.0.Final;org.kie:kie-dmn-api:7.46.0.Final;org.kie:kie-dmn-model:7.46.0.Final;org.kie.server:kie-server-api:7.46.0.Final;org.optaplanner:optaplanner-persistence-xstream:7.46.0.Final;org.optaplanner:optaplanner-persistence-common:7.46.0.Final;org.optaplanner:optaplanner-persistence-jaxb:7.46.0.Final;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:1.0.1.Final;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.10.4;org.drools:kie-pmml:7.46.0.Final;org.drools:drools-ruleunit:7.46.0.Final;javax.activation:activation:1.1.1;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:1.0.2.Final;org.kie.server:kie-server-common:7.46.0.Final;com.sun.xml.bind:jaxb-core:2.3.0;com.sun.xml.bind:jaxb-impl:2.3.0;org.slf4j:jcl-over-slf4j:1.7.26
10,com.thoughtworks.dsl:keywords-flatmap_sjs1_2.12:1.5.3+34-ee9dbd9a,com.thoughtworks.dsl:keywords-flatmap_sjs1_2.12:1.5.3+34-ee9dbd9a;org.scala-lang:scala-library:2.12.11;com.thoughtworks.dsl:dsl_sjs1_2.12:1.5.3+34-ee9dbd9a;com.thoughtworks.enableIf:enableif_2.12:1.1.7;org.scala-lang:scala-reflect:2.12.6;org.scala-js:scalajs-library_2.12:1.3.1
