number,coordinate,dependencies
0,org.robolectric:robolectric-processor:3.4-rc1,org.robolectric:robolectric-processor:3.4-rc1;org.robolectric:robolectric-annotations:3.4-rc1;org.robolectric:shadow-api:3.4-rc1;com.google.guava:guava:20.0;com.google.code.gson:gson:2.8.0;ch.raffael.pegdown-doclet:pegdown-doclet:1.3;net.sourceforge.plantuml:plantuml:8032;org.pegdown:pegdown:1.6.0;org.parboiled:parboiled-java:1.1.7;org.parboiled:parboiled-core:1.1.7;org.ow2.asm:asm:5.0.3;org.ow2.asm:asm-tree:5.0.3;org.ow2.asm:asm-analysis:5.0.3;org.ow2.asm:asm-util:5.0.3
1,org.webjars.npm:uppy__utils:3.2.5,org.webjars.npm:uppy__utils:3.2.5;org.webjars.npm:abortcontroller-polyfill:1.7.3;org.webjars.npm:lodash.throttle:4.1.1
2,org.apache.pulsar:pulsar-proxy:2.6.2,org.apache.pulsar:pulsar-proxy:2.6.2;org.apache.pulsar:pulsar-client-original:2.6.2;org.apache.pulsar:pulsar-client-api:2.6.2;org.apache.pulsar:pulsar-transaction-common:2.6.2;com.google.protobuf:protobuf-java:3.5.1;com.google.protobuf:protobuf-java-util:3.5.1;org.apache.pulsar:bouncy-castle-bc-shaded:2.6.2;io.netty:netty-codec-http:4.1.48.Final;io.netty:netty-common:4.1.48.Final;io.netty:netty-buffer:4.1.48.Final;io.netty:netty-transport:4.1.48.Final;io.netty:netty-codec:4.1.48.Final;io.netty:netty-resolver-dns:4.1.48.Final;io.netty:netty-resolver:4.1.48.Final;io.netty:netty-codec-dns:4.1.48.Final;org.asynchttpclient:async-http-client:2.12.1;org.asynchttpclient:async-http-client-netty-utils:2.12.1;org.reactivestreams:reactive-streams:1.0.3;com.typesafe.netty:netty-reactive-streams:2.0.4;org.slf4j:slf4j-api:1.7.25;commons-codec:commons-codec:1.10;com.yahoo.datasketches:sketches-core:0.8.3;com.yahoo.datasketches:memory:0.8.3;com.google.code.gson:gson:2.8.2;org.apache.httpcomponents:httpclient:4.5.5;org.apache.avro:avro:1.9.1;com.fasterxml.jackson.core:jackson-core:2.9.9;org.apache.commons:commons-compress:1.19;org.apache.avro:avro-protobuf:1.9.1;com.fasterxml.jackson.module:jackson-module-jsonSchema:2.11.1;javax.validation:validation-api:1.1.0.Final;net.jcip:jcip-annotations:1.0;commons-logging:commons-logging:1.1.1;org.apache.httpcomponents:httpcore:4.4.9;org.apache.pulsar:pulsar-zookeeper-utils:2.6.2;org.apache.bookkeeper:bookkeeper-server:4.10.0;org.apache.bookkeeper:bookkeeper-common:4.10.0;org.apache.bookkeeper:cpu-affinity:4.10.0;org.jctools:jctools-core:2.1.2;org.apache.bookkeeper:bookkeeper-proto:4.10.0;org.apache.bookkeeper:bookkeeper-tools-framework:4.10.0;org.rocksdb:rocksdbjni:5.13.1;org.apache.zookeeper:zookeeper:3.4.13;jline:jline:0.9.94;org.apache.yetus:audience-annotations:0.5.0;io.netty:netty-transport-native-epoll:4.1.32.Final;org.apache.bookkeeper.http:http-server:4.10.0;commons-cli:commons-cli:1.2;org.apache.commons:commons-collections4:4.1;net.java.dev.jna:jna:3.2.7;commons-configuration:commons-configuration:1.10;commons-lang:commons-lang:2.6;org.apache.bookkeeper:stream-storage-server:4.10.0;org.apache.bookkeeper:stream-storage-service-impl:4.10.0;org.apache.bookkeeper:stream-storage-service-api:4.10.0;org.apache.bookkeeper:stream-storage-proto:4.10.0;org.apache.bookkeeper:stream-storage-java-client-base:4.10.0;org.apache.bookkeeper:stream-storage-api:4.10.0;org.apache.bookkeeper:statelib:4.10.0;org.apache.distributedlog:distributedlog-core:4.10.0;org.apache.distributedlog:distributedlog-protocol:4.10.0;org.apache.distributedlog:distributedlog-common:4.10.0;net.jpountz.lz4:lz4:1.3.0;org.apache.bookkeeper:stream-storage-common:4.10.0;org.apache.distributedlog:distributedlog-core:4.10.0;org.apache.curator:curator-recipes:4.0.1;org.apache.curator:curator-framework:4.0.1;org.apache.curator:curator-client:4.0.1;org.apache.bookkeeper.tests:stream-storage-tests-common:4.10.0;org.apache.bookkeeper:stream-storage-java-client:4.10.0;com.google.auth:google-auth-library-credentials:0.9.0;org.checkerframework:checker-compat-qual:2.5.2;io.opencensus:opencensus-api:0.18.0;io.opencensus:opencensus-contrib-grpc-metrics:0.18.0;io.netty:netty-codec-http2:4.1.32.Final;io.netty:netty-handler-proxy:4.1.32.Final;io.netty:netty-codec-socks:4.1.32.Final;com.squareup.okhttp:okhttp:2.5.0;com.squareup.okio:okio:1.13.0;com.google.api.grpc:proto-google-common-protos:1.12.0;io.grpc:grpc-protobuf-lite:1.18.0;com.google.protobuf.nano:protobuf-javanano:3.0.0-alpha-5;io.grpc:grpc-testing:1.18.0;junit:junit:4.12;org.hamcrest:hamcrest-core:1.3;org.mockito:mockito-core:1.9.5;org.objenesis:objenesis:1.0;org.inferred:freebuilder:1.14.9;io.grpc:grpc-all:1.18.0;io.grpc:grpc-auth:1.18.0;io.grpc:grpc-core:1.18.0;io.grpc:grpc-context:1.18.0;io.grpc:grpc-netty:1.18.0;io.grpc:grpc-okhttp:1.18.0;io.grpc:grpc-protobuf:1.18.0;io.grpc:grpc-protobuf-nano:1.18.0;io.grpc:grpc-stub:1.18.0;org.apache.bookkeeper.stats:prometheus-metrics-provider:4.10.0;org.apache.bookkeeper.stats:bookkeeper-stats-api:4.10.0;com.github.ben-manes.caffeine:caffeine:2.6.2;org.aspectj:aspectjrt:1.9.2;org.aspectj:aspectjweaver:1.9.2;io.prometheus:simpleclient_caffeine:0.5.0;org.apache.pulsar:pulsar-broker-common:2.6.2;javax.servlet:javax.servlet-api:3.1.0;javax.ws.rs:javax.ws.rs-api:2.1;io.jsonwebtoken:jjwt-impl:0.11.1;io.jsonwebtoken:jjwt-api:0.11.1;io.jsonwebtoken:jjwt-jackson:0.11.1;org.apache.pulsar:pulsar-common:2.6.2;io.swagger:swagger-annotations:1.5.21;com.fasterxml.jackson.core:jackson-databind:2.11.1;org.apache.pulsar:protobuf-shaded:2.1.0-incubating;io.netty:netty-handler:4.1.48.Final;io.netty:netty-transport-native-epoll:4.1.48.Final;io.netty:netty-transport-native-unix-common:4.1.48.Final;io.netty:netty-transport-native-unix-common:4.1.48.Final;org.apache.bookkeeper:bookkeeper-common-allocator:4.10.0;io.airlift:aircompressor:0.16;org.apache.bookkeeper:circe-checksum:4.10.0;io.netty:netty-tcnative-boringssl-static:2.0.30.Final;org.eclipse.jetty:jetty-util:9.4.33.v20201020;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.11.1;org.yaml:snakeyaml:1.26;commons-io:commons-io:2.5;org.apache.commons:commons-lang3:3.6;org.eclipse.jetty:jetty-server:9.4.33.v20201020;org.eclipse.jetty:jetty-http:9.4.33.v20201020;org.eclipse.jetty:jetty-io:9.4.33.v20201020;org.eclipse.jetty:jetty-servlet:9.4.33.v20201020;org.eclipse.jetty:jetty-security:9.4.33.v20201020;org.eclipse.jetty:jetty-servlets:9.4.33.v20201020;org.eclipse.jetty:jetty-continuation:9.4.33.v20201020;org.eclipse.jetty:jetty-proxy:9.4.33.v20201020;org.eclipse.jetty:jetty-client:9.4.33.v20201020;org.glassfish.jersey.core:jersey-server:2.31;org.glassfish.jersey.core:jersey-common:2.31;org.glassfish.hk2:osgi-resource-locator:1.0.3;com.sun.activation:jakarta.activation:1.2.2;org.glassfish.jersey.core:jersey-client:2.31;jakarta.ws.rs:jakarta.ws.rs-api:2.1.6;org.glassfish.jersey.media:jersey-media-jaxb:2.31;jakarta.annotation:jakarta.annotation-api:1.3.5;org.glassfish.hk2.external:jakarta.inject:2.6.1;jakarta.validation:jakarta.validation-api:2.0.2;jakarta.xml.bind:jakarta.xml.bind-api:2.3.3;jakarta.activation:jakarta.activation-api:1.2.2;org.glassfish.jersey.containers:jersey-container-servlet-core:2.31;org.glassfish.jersey.media:jersey-media-json-jackson:2.31;org.glassfish.jersey.ext:jersey-entity-filtering:2.31;com.fasterxml.jackson.core:jackson-annotations:2.10.1;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.10.1;com.google.guava:guava:25.1-jre;com.google.code.findbugs:jsr305:3.0.2;org.checkerframework:checker-qual:2.0.0;com.google.errorprone:error_prone_annotations:2.1.3;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.14;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.11.1;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.11.1;org.glassfish.jersey.inject:jersey-hk2:2.31;org.glassfish.hk2:hk2-locator:2.6.1;org.glassfish.hk2.external:aopalliance-repackaged:2.6.1;org.glassfish.hk2:hk2-api:2.6.1;org.glassfish.hk2:hk2-utils:2.6.1;org.javassist:javassist:3.25.0-GA;javax.xml.bind:jaxb-api:2.3.1;javax.activation:javax.activation-api:1.2.0;com.sun.activation:javax.activation:1.2.0;org.slf4j:jul-to-slf4j:1.7.25;io.prometheus:simpleclient:0.5.0;io.prometheus:simpleclient_hotspot:0.5.0;io.prometheus:simpleclient_servlet:0.5.0;io.prometheus:simpleclient_common:0.5.0;io.prometheus:simpleclient_jetty:0.5.0;com.beust:jcommander:1.48
3,com.github.leeonky:java-builder:0.1.10,com.github.leeonky:java-builder:0.1.10;com.github.leeonky:bean-util:0.0.14
4,org.apache.openwebbeans:openwebbeans-resource:2.0.20,org.apache.openwebbeans:openwebbeans-resource:2.0.20;org.apache.openwebbeans:openwebbeans-impl:2.0.20;org.apache.xbean:xbean-finder-shaded:4.18;org.apache.xbean:xbean-asm9-shaded:4.18;org.apache.xbean:xbean-asm-util:4.18;org.apache.openwebbeans:openwebbeans-spi:2.0.20
5,de.adorsys:datasafe-storage-impl-db:1.0.3,de.adorsys:datasafe-storage-impl-db:1.0.3;de.adorsys:datasafe-storage-api:1.0.3;de.adorsys:datasafe-types-api:1.0.3;org.springframework:spring-jdbc:5.1.8.RELEASE;org.springframework:spring-beans:5.1.8.RELEASE;org.springframework:spring-core:5.1.8.RELEASE;org.springframework:spring-jcl:5.1.8.RELEASE;org.springframework:spring-tx:5.1.8.RELEASE;com.zaxxer:HikariCP:3.3.1;org.slf4j:slf4j-api:1.7.25;com.google.guava:guava:27.0.1-jre;com.google.guava:failureaccess:1.0.1;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;com.google.code.findbugs:jsr305:3.0.2;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;org.projectlombok:lombok:1.18.6;org.liquibase:liquibase-core:3.6.1;org.yaml:snakeyaml:1.18
6,com.github.jonasrutishauser.maven.wagon:wagon-git:1.1.1,com.github.jonasrutishauser.maven.wagon:wagon-git:1.1.1;org.apache.maven.wagon:wagon-provider-api:3.4.2;org.codehaus.plexus:plexus-utils:3.3.0;org.eclipse.jgit:org.eclipse.jgit:5.1.0.201809111528-r;com.jcraft:jsch:0.1.54;com.jcraft:jzlib:1.1.1;com.googlecode.javaewah:JavaEWAH:1.1.6;org.slf4j:slf4j-api:1.7.2
7,com.alibaba.middleware:termd-core:1.1.7.11,com.alibaba.middleware:termd-core:1.1.7.11;io.netty:netty-common:4.1.45.Final;io.netty:netty-buffer:4.1.45.Final;io.netty:netty-transport:4.1.45.Final;io.netty:netty-resolver:4.1.45.Final;io.netty:netty-handler:4.1.45.Final;io.netty:netty-codec:4.1.45.Final;io.netty:netty-codec-http:4.1.45.Final;com.fasterxml.jackson.core:jackson-databind:2.7.9.4;com.fasterxml.jackson.core:jackson-annotations:2.7.0;com.fasterxml.jackson.core:jackson-core:2.7.9
8,org.apache.activemq.examples.clustered:clustered-static-discovery:2.15.0,org.apache.activemq.examples.clustered:clustered-static-discovery:2.15.0;org.apache.activemq:artemis-cli:2.15.0;org.apache.activemq:artemis-commons:2.15.0;io.netty:netty-buffer:4.1.48.Final;io.netty:netty-transport:4.1.48.Final;io.netty:netty-resolver:4.1.48.Final;io.netty:netty-handler:4.1.48.Final;commons-beanutils:commons-beanutils:1.9.4;commons-logging:commons-logging:1.2;commons-collections:commons-collections:3.2.2;org.apache.activemq:artemis-core-client:2.15.0;org.jgroups:jgroups:3.6.13.Final;org.apache.johnzon:johnzon-core:0.9.5;io.netty:netty-transport-native-epoll:4.1.48.Final;io.netty:netty-transport-native-unix-common:4.1.48.Final;io.netty:netty-transport-native-kqueue:4.1.48.Final;io.netty:netty-codec-http:4.1.48.Final;io.netty:netty-handler-proxy:4.1.48.Final;io.netty:netty-codec:4.1.48.Final;io.netty:netty-codec-socks:4.1.48.Final;io.netty:netty-common:4.1.48.Final;org.apache.activemq:artemis-journal:2.15.0;org.apache.activemq:activemq-artemis-native:1.0.2;org.jboss.logmanager:jboss-logmanager:2.0.3.Final;org.apache.activemq:artemis-server:2.15.0;org.apache.activemq:artemis-jdbc-store:2.15.0;org.jctools:jctools-core:2.1.2;org.apache.commons:commons-configuration2:2.7;org.apache.commons:commons-text:1.8;io.micrometer:micrometer-core:1.1.4;org.hdrhistogram:HdrHistogram:2.1.9;org.latencyutils:LatencyUtils:2.0.3;commons-io:commons-io:2.6;org.apache.activemq:artemis-jms-server:2.15.0;org.apache.activemq:artemis-service-extensions:2.15.0;org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1.1;org.apache.activemq:artemis-tools:2.15.0;org.apache.activemq:artemis-dto:2.15.0;javax.xml.bind:jaxb-api:2.2.7;com.sun.xml.bind:jaxb-impl:2.2.7;com.sun.xml.bind:jaxb-core:2.2.7;com.sun.istack:istack-commons-runtime:2.16;com.sun.xml.fastinfoset:FastInfoset:1.2.12;javax.xml.bind:jsr173_api:1.0;com.sun.xml.bind:jaxb-jxc:2.2.7;com.sun.xml.bind:jaxb-xjc:2.2.7;javax.activation:activation:1.1.1;javax.inject:javax.inject:1;org.apache.geronimo.specs:geronimo-jms_2.0_spec:1.0-alpha-2;org.apache.geronimo.specs:geronimo-json_1.0_spec:1.0-alpha-1;org.apache.qpid:qpid-jms-client:0.54.0;org.slf4j:slf4j-api:1.7.30;org.apache.qpid:proton-j:0.33.6;org.jboss.logging:jboss-logging:3.4.0.Final;io.airlift:airline:0.8;com.google.code.findbugs:jsr305:3.0.2;com.google.guava:guava:21.0;org.apache.commons:commons-lang3:3.0;org.apache.activemq:artemis-jms-client:2.15.0;org.apache.activemq:artemis-selector:2.15.0
9,com.seepine:wechat-spring-boot-starter:1.1.0,com.seepine:wechat-spring-boot-starter:1.1.0;org.springframework.boot:spring-boot-configuration-processor:2.3.0.RELEASE;com.seepine:httpclient:1.0.0;org.apache.httpcomponents:httpclient:4.5.12;org.apache.httpcomponents:httpcore:4.4.13;commons-logging:commons-logging:1.2;commons-codec:commons-codec:1.11;org.projectlombok:lombok:1.18.12;com.alibaba:fastjson:1.2.73;org.slf4j:slf4j-api:1.7.30;cn.hutool:hutool-all:5.5.7
