number,coordinate,dependencies
0,com.avast:sst-monix-catnap-pureconfig_2.12:0.4.3,com.avast:sst-monix-catnap-pureconfig_2.12:0.4.3;org.scala-lang:scala-library:2.12.12;com.avast:sst-monix-catnap_2.12:0.4.3;io.monix:monix-catnap_2.12:3.3.0;io.monix:monix-execution_2.12:3.3.0;io.monix:monix-internal-jctools_2.12:3.3.0;io.monix:implicitbox_2.12:0.2.0;org.reactivestreams:reactive-streams:1.0.3;org.slf4j:slf4j-api:1.7.30;org.typelevel:cats-effect_2.12:2.2.0;org.typelevel:cats-core_2.12:2.2.0;org.typelevel:cats-kernel_2.12:2.2.0;org.scala-lang.modules:scala-collection-compat_2.12:2.3.1;com.github.pureconfig:pureconfig_2.12:0.14.0;com.github.pureconfig:pureconfig-core_2.12:0.14.0;com.github.pureconfig:pureconfig-macros_2.12:0.14.0;com.typesafe:config:1.4.0;com.github.pureconfig:pureconfig-generic_2.12:0.14.0;com.github.pureconfig:pureconfig-generic-base_2.12:0.14.0;com.chuusai:shapeless_2.12:2.3.3;org.typelevel:macro-compat_2.12:1.1.1
1,org.eclipse.hono:client-device-connection-infinispan:1.4.0,org.eclipse.hono:client-device-connection-infinispan:1.4.0;org.eclipse.hono:hono-client:1.4.0;org.slf4j:slf4j-api:1.7.28;io.vertx:vertx-proton:3.9.2;io.vertx:vertx-core:3.9.2;io.netty:netty-handler-proxy:4.1.49.Final;io.netty:netty-codec-socks:4.1.49.Final;io.netty:netty-codec-http:4.1.49.Final;io.netty:netty-codec-http2:4.1.49.Final;io.netty:netty-resolver:4.1.49.Final;io.netty:netty-resolver-dns:4.1.49.Final;io.netty:netty-codec-dns:4.1.49.Final;com.fasterxml.jackson.core:jackson-core:2.10.2;org.apache.qpid:proton-j:0.33.5;org.eclipse.hono:hono-core:1.4.0;io.jsonwebtoken:jjwt-impl:0.10.6;io.jsonwebtoken:jjwt-api:0.10.6;io.jsonwebtoken:jjwt-jackson:0.10.6;javax.xml.bind:jaxb-api:2.2.12;com.fasterxml.jackson.core:jackson-databind:2.10.3;com.fasterxml.jackson.core:jackson-annotations:2.10.3;io.micrometer:micrometer-core:1.1.11;org.hdrhistogram:HdrHistogram:2.1.9;org.latencyutils:LatencyUtils:2.0.3;io.opentracing:opentracing-noop:0.33.0;org.infinispan:infinispan-client-hotrod:10.1.8.Final;org.infinispan:infinispan-commons:10.1.8.Final;org.wildfly.security:wildfly-elytron-sasl-plain:1.10.4.Final;org.wildfly.security:wildfly-elytron-auth-server:1.10.4.Final;org.wildfly.security:wildfly-elytron-auth:1.10.4.Final;org.wildfly.security:wildfly-elytron-base:1.10.4.Final;org.wildfly.security:wildfly-elytron-permission:1.10.4.Final;org.wildfly.security:wildfly-elytron-x500:1.10.4.Final;org.wildfly.security:wildfly-elytron-credential:1.10.4.Final;org.wildfly.security:wildfly-elytron-asn1:1.10.4.Final;org.wildfly.security:wildfly-elytron-keystore:1.10.4.Final;org.wildfly.security:wildfly-elytron-provider-util:1.10.4.Final;org.wildfly.security:wildfly-elytron-sasl:1.10.4.Final;org.wildfly.security:wildfly-elytron-ssl:1.10.4.Final;org.wildfly.security:wildfly-elytron-mechanism:1.10.4.Final;org.wildfly.security:wildfly-elytron-http:1.10.4.Final;org.wildfly.common:wildfly-common:1.5.1.Final;org.wildfly.security:wildfly-elytron-sasl-digest:1.10.4.Final;org.wildfly.security:wildfly-elytron-mechanism-digest:1.10.4.Final;org.wildfly.security:wildfly-elytron-util:1.10.4.Final;org.wildfly.security:wildfly-elytron-sasl-external:1.10.4.Final;org.wildfly.security:wildfly-elytron-sasl-oauth2:1.10.4.Final;org.wildfly.security:wildfly-elytron-mechanism-oauth2:1.10.4.Final;org.wildfly.security:wildfly-elytron-sasl-scram:1.10.4.Final;org.wildfly.security:wildfly-elytron-mechanism-scram:1.10.4.Final;io.netty:netty-handler:4.1.45.Final;io.netty:netty-common:4.1.45.Final;io.netty:netty-buffer:4.1.45.Final;io.netty:netty-transport:4.1.45.Final;io.netty:netty-codec:4.1.45.Final;io.reactivex.rxjava2:rxjava:2.2.12;org.reactivestreams:reactive-streams:1.0.2;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.1.1.Final;org.infinispan:infinispan-core:10.1.8.Final;org.infinispan.protostream:protostream:4.3.2.Final;org.jgroups:jgroups:4.1.9.Final;org.jboss.logging:jboss-logging:3.4.1.Final;javax.annotation:javax.annotation-api:1.3.2;org.springframework:spring-beans:5.2.6.RELEASE;org.springframework:spring-core:5.2.6.RELEASE;org.springframework:spring-jcl:5.2.6.RELEASE;com.github.ben-manes.caffeine:caffeine:2.8.4;org.springframework.boot:spring-boot-autoconfigure:2.2.7.RELEASE;org.springframework.boot:spring-boot:2.2.7.RELEASE;org.springframework:spring-context:5.2.6.RELEASE;org.springframework:spring-aop:5.2.6.RELEASE;org.springframework:spring-expression:5.2.6.RELEASE;org.eclipse.hono:hono-service-base:1.4.0;io.vertx:vertx-web:3.9.2;io.vertx:vertx-web-common:3.9.2;io.vertx:vertx-auth-common:3.9.2;io.vertx:vertx-bridge-common:3.9.2;io.vertx:vertx-web-client:3.9.2;io.vertx:vertx-health-check:3.9.2;io.vertx:vertx-micrometer-metrics:3.9.2;com.google.guava:guava:28.0-jre;org.springframework:spring-context-support:5.2.6.RELEASE;org.springframework.security:spring-security-crypto:5.2.4.RELEASE;io.opentracing:opentracing-api:0.33.0;io.opentracing.contrib:opentracing-tracerresolver:0.1.8;org.springframework.boot:spring-boot-actuator-autoconfigure:2.2.7.RELEASE;org.springframework.boot:spring-boot-actuator:2.2.7.RELEASE;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.10.4;org.javassist:javassist:3.24.1-GA;com.google.protobuf:protobuf-java:3.6.1;com.squareup:protoparser:4.0.3;com.google.code.gson:gson:2.8.5;commons-cli:commons-cli:1.2
2,org.scalikejdbc:scalikejdbc-interpolation-core_2.10:1.7.2,org.scalikejdbc:scalikejdbc-interpolation-core_2.10:1.7.2;org.scala-lang:scala-library:2.10.0;org.scalikejdbc:scalikejdbc_2.10:1.7.2;commons-dbcp:commons-dbcp:1.4;commons-pool:commons-pool:1.5.4;joda-time:joda-time:2.3;org.joda:joda-convert:1.4;org.slf4j:slf4j-api:1.7.5
3,org.wildfly.security:wildfly-elytron-tool:2.0.0.Alpha10,org.wildfly.security:wildfly-elytron-tool:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-auth:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-auth-util:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-mechanism-gssapi:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-security-manager-action:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-auth-server:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-permission:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-x500:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-base:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-credential:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-asn1:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-keystore:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-provider-util:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-credential-store:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-encryption:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-password-impl:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-realm:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-util:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-x500-cert:2.0.0.Alpha10;org.wildfly.security:wildfly-elytron-x500-cert-util:2.0.0.Alpha10;org.jboss.logging:jboss-logging:3.4.1.Final;org.wildfly.common:wildfly-common:1.5.4.Final;commons-cli:commons-cli:1.4;org.apache.sshd:sshd-common:2.3.0;org.slf4j:slf4j-api:1.7.26
4,com.sitewhere:sitewhere-rdb:3.0.1,com.sitewhere:sitewhere-rdb:3.0.1;com.sitewhere:sitewhere-microservice:3.0.8;org.graalvm.nativeimage:svm:20.2.0;io.quarkus:quarkus-kubernetes-client:1.7.2.Final;io.quarkus:quarkus-arc:1.7.2.Final;io.quarkus.arc:arc:1.7.2.Final;jakarta.enterprise:jakarta.enterprise.cdi-api:2.0.2;jakarta.el:jakarta.el-api:3.0.3;jakarta.interceptor:jakarta.interceptor-api:1.2.5;jakarta.ejb:jakarta.ejb-api:3.2.6;jakarta.transaction:jakarta.transaction-api:1.3.3;io.quarkus:quarkus-core:1.7.2.Final;jakarta.inject:jakarta.inject-api:1.0;io.quarkus:quarkus-ide-launcher:1.7.2.Final;io.quarkus:quarkus-development-mode-spi:1.7.2.Final;io.smallrye.config:smallrye-config:1.8.5;io.smallrye.common:smallrye-common-annotation:1.1.0;io.smallrye.common:smallrye-common-expression:1.1.0;io.smallrye.common:smallrye-common-function:1.1.0;org.jboss.logmanager:jboss-logmanager-embedded:1.0.4;org.jboss.logging:jboss-logging-annotations:2.1.0.Final;org.jboss.threads:jboss-threads:3.1.1.Final;org.jboss.slf4j:slf4j-jboss-logging:1.2.0.Final;org.graalvm.sdk:graal-sdk:20.1.0;org.wildfly.common:wildfly-common:1.5.4.Final-format-001;io.quarkus:quarkus-bootstrap-runner:1.7.2.Final;org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api:1.0.1;io.quarkus:quarkus-kubernetes-client-internal:1.7.2.Final;io.quarkus:quarkus-jackson:1.7.2.Final;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.2;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.11.2;com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.2;io.fabric8:kubernetes-client:4.10.3;io.fabric8:kubernetes-model-core:4.10.3;io.fabric8:kubernetes-model-common:4.10.3;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.10.3;jakarta.activation:jakarta.activation-api:1.2.1;io.fabric8:kubernetes-model-rbac:4.10.3;io.fabric8:kubernetes-model-admissionregistration:4.10.3;io.fabric8:kubernetes-model-apps:4.10.3;io.fabric8:kubernetes-model-autoscaling:4.10.3;io.fabric8:kubernetes-model-apiextensions:4.10.3;io.fabric8:kubernetes-model-batch:4.10.3;io.fabric8:kubernetes-model-certificates:4.10.3;io.fabric8:kubernetes-model-coordination:4.10.3;io.fabric8:kubernetes-model-discovery:4.10.3;io.fabric8:kubernetes-model-events:4.10.3;io.fabric8:kubernetes-model-extensions:4.10.3;io.fabric8:kubernetes-model-networking:4.10.3;io.fabric8:kubernetes-model-metrics:4.10.3;io.fabric8:kubernetes-model-policy:4.10.3;io.fabric8:kubernetes-model-scheduling:4.10.3;io.fabric8:kubernetes-model-settings:4.10.3;io.fabric8:kubernetes-model-storageclass:4.10.3;io.fabric8:openshift-model:4.10.3;com.squareup.okhttp3:okhttp:3.12.12;com.squareup.okio:okio:1.15.0;com.squareup.okhttp3:logging-interceptor:3.12.12;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.10.3;io.fabric8:zjsonpatch:0.3.0;com.github.mifmif:generex:1.0.2;dk.brics.automaton:automaton:1.11-8;org.apache.commons:commons-compress:1.20;jakarta.annotation:jakarta.annotation-api:1.3.5;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:2.0.0.Final;io.smallrye.config:smallrye-config-source-yaml:1.8.5;org.yaml:snakeyaml:1.26;io.smallrye.config:smallrye-config-common:1.8.5;org.eclipse.microprofile.config:microprofile-config-api:1.4;io.smallrye.common:smallrye-common-constraint:1.1.0;com.sitewhere:sitewhere-k8s-model:3.0.1;com.sitewhere:sitewhere-grpc-kafka:3.0.0;com.sitewhere:sitewhere-java-model:3.0.0;com.sitewhere:sitewhere-grpc-device-management:3.0.0;com.sitewhere:sitewhere-grpc-event-management:3.0.0;org.apache.kafka:kafka-streams:2.5.0;org.apache.kafka:kafka-clients:2.5.0;com.github.luben:zstd-jni:1.4.4-7;org.lz4:lz4-java:1.7.1;org.xerial.snappy:snappy-java:1.1.7.3;org.apache.kafka:connect-json:2.5.0;org.apache.kafka:connect-api:2.5.0;org.rocksdb:rocksdbjni:5.18.3;io.jsonwebtoken:jjwt:0.7.0;org.keycloak:keycloak-admin-client:11.0.3;org.keycloak:keycloak-core:11.0.3;org.keycloak:keycloak-common:11.0.3;org.jboss.resteasy:resteasy-client:3.9.1.Final;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:1.0.3.Final;org.jboss.resteasy:resteasy-jaxrs:3.9.1.Final;javax.validation:validation-api:2.0.1.Final;org.jboss.spec.javax.annotation:jboss-annotations-api_1.3_spec:1.0.1.Final;javax.activation:activation:1.1.1;com.github.stephenc.jcip:jcip-annotations:1.0-1;org.apache.httpcomponents:httpclient:4.5.4;org.jboss.resteasy:resteasy-multipart-provider:3.9.1.Final;com.sun.mail:javax.mail:1.6.2;org.apache.james:apache-mime4j:0.6;org.jboss.resteasy:resteasy-jackson2-provider:3.9.1.Final;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.9.10;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.9.10;com.github.fge:json-patch:1.9;com.github.fge:jackson-coreutils:1.6;com.github.fge:msg-simple:1.1;com.github.fge:btf:1.2;org.jboss.resteasy:resteasy-jaxb-provider:3.9.1.Final;org.glassfish.jaxb:jaxb-runtime:2.3.1;org.glassfish.jaxb:txw2:2.3.1;com.sun.istack:istack-commons-runtime:3.0.7;org.jvnet.staxex:stax-ex:1.8;com.sun.xml.fastinfoset:FastInfoset:1.2.15;javax.activation:javax.activation-api:1.2.0;org.slf4j:slf4j-ext:1.7.25;org.slf4j:slf4j-api:1.7.25;ch.qos.cal10n:cal10n-api:0.7.7;com.sitewhere:sitewhere-grpc-common:3.0.0;io.grpc:grpc-stub:1.26.0;io.grpc:grpc-api:1.26.0;io.grpc:grpc-context:1.26.0;com.google.errorprone:error_prone_annotations:2.3.3;com.google.code.findbugs:jsr305:3.0.2;org.codehaus.mojo:animal-sniffer-annotations:1.17;io.grpc:grpc-protobuf:1.26.0;com.google.protobuf:protobuf-java:3.11.0;com.google.api.grpc:proto-google-common-protos:1.12.0;io.grpc:grpc-protobuf-lite:1.26.0;io.grpc:grpc-netty:1.26.0;io.grpc:grpc-core:1.26.0;com.google.code.gson:gson:2.8.6;com.google.android:annotations:4.1.1.4;io.perfmark:perfmark-api:0.19.0;io.opencensus:opencensus-api:0.24.0;io.opencensus:opencensus-contrib-grpc-metrics:0.24.0;io.netty:netty-codec-http2:4.1.42.Final;io.netty:netty-codec-http:4.1.42.Final;io.netty:netty-handler-proxy:4.1.42.Final;io.netty:netty-codec-socks:4.1.42.Final;com.google.inject:guice:4.2.2;javax.inject:javax.inject:1;aopalliance:aopalliance:1.0;io.lettuce:lettuce-core:6.0.2.RELEASE;io.netty:netty-common:4.1.56.Final;io.netty:netty-handler:4.1.56.Final;io.netty:netty-resolver:4.1.56.Final;io.netty:netty-buffer:4.1.56.Final;io.netty:netty-codec:4.1.56.Final;io.netty:netty-transport:4.1.56.Final;io.projectreactor:reactor-core:3.3.13.RELEASE;org.reactivestreams:reactive-streams:1.0.3;org.apache.commons:commons-lang3:3.9;org.apache.commons:commons-collections4:4.4;org.apache.commons:commons-text:1.8;commons-beanutils:commons-beanutils:1.9.4;commons-logging:commons-logging:1.2;commons-collections:commons-collections:3.2.2;commons-io:commons-io:2.7;commons-codec:commons-codec:1.14;org.apache.httpcomponents:httpcore:4.4.13;joda-time:joda-time:2.9.1;com.fasterxml.jackson.core:jackson-core:2.9.10;com.fasterxml.jackson.core:jackson-databind:2.9.10;com.fasterxml.jackson.core:jackson-annotations:2.9.10;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.9.10;io.prometheus:simpleclient:0.6.0;io.prometheus:simpleclient_httpserver:0.6.0;io.prometheus:simpleclient_common:0.6.0;com.evanlennick:retry4j:0.15.0;com.vividsolutions:jts:1.13;org.hibernate:hibernate-core:5.4.21.Final;org.jboss.logging:jboss-logging:3.3.2.Final;javax.persistence:javax.persistence-api:2.2;net.bytebuddy:byte-buddy:1.10.10;antlr:antlr:2.7.7;org.jboss:jandex:2.1.3.Final;com.fasterxml:classmate:1.5.1;org.dom4j:dom4j:2.1.3;org.hibernate.common:hibernate-commons-annotations:5.1.0.Final;org.flywaydb:flyway-core:6.5.3;org.postgresql:postgresql:42.2.5;com.mchange:c3p0:0.9.5.5;com.mchange:mchange-commons-java:0.2.19;org.reflections:reflections:0.9.11;com.google.guava:guava:20.0;org.javassist:javassist:3.21.0-GA
5,software.amazon.cloudformation:aws-cloudformation-rpdk-java-plugin:2.0.4,software.amazon.cloudformation:aws-cloudformation-rpdk-java-plugin:2.0.4;commons-codec:commons-codec:1.14;software.amazon.cloudformation:aws-cloudformation-resource-schema:2.0.5;com.github.everit-org.json-schema:org.everit.json.schema:1.11.0;commons-validator:commons-validator:1.6;commons-digester:commons-digester:1.8.1;commons-collections:commons-collections:3.2.2;commons-beanutils:commons-beanutils:1.9.3;com.damnhandy:handy-uri-templates:2.1.6;com.google.re2j:re2j:1.1;com.fasterxml.jackson.core:jackson-databind:2.11.3;com.fasterxml.jackson.core:jackson-annotations:2.11.3;com.fasterxml.jackson.core:jackson-core:2.11.3;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.11.3;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.3;org.json:json:20180813;com.amazonaws:aws-java-sdk-core:1.11.555;commons-logging:commons-logging:1.1.3;org.apache.httpcomponents:httpclient:4.5.5;software.amazon.ion:ion-java:1.0.2;joda-time:joda-time:2.8.1;com.amazonaws:aws-lambda-java-core:1.2.0;software.amazon.awssdk:sdk-core:2.15.19;software.amazon.awssdk:annotations:2.15.19;software.amazon.awssdk:http-client-spi:2.15.19;software.amazon.awssdk:metrics-spi:2.15.19;software.amazon.awssdk:profiles:2.15.19;org.slf4j:slf4j-api:1.7.28;org.reactivestreams:reactive-streams:1.0.2;software.amazon.awssdk:utils:2.15.19;software.amazon.awssdk:cloudformation:2.15.19;software.amazon.awssdk:aws-query-protocol:2.15.19;software.amazon.awssdk:protocol-core:2.15.19;software.amazon.awssdk:auth:2.15.19;software.amazon.eventstream:eventstream:1.0.1;software.amazon.awssdk:regions:2.15.19;software.amazon.awssdk:aws-core:2.15.19;software.amazon.awssdk:netty-nio-client:2.15.19;io.netty:netty-codec-http:4.1.46.Final;io.netty:netty-codec-http2:4.1.46.Final;io.netty:netty-codec:4.1.46.Final;io.netty:netty-transport:4.1.46.Final;io.netty:netty-resolver:4.1.46.Final;io.netty:netty-common:4.1.46.Final;io.netty:netty-buffer:4.1.46.Final;io.netty:netty-handler:4.1.46.Final;io.netty:netty-transport-native-epoll:4.1.46.Final;io.netty:netty-transport-native-unix-common:4.1.46.Final;com.typesafe.netty:netty-reactive-streams-http:2.0.4;com.typesafe.netty:netty-reactive-streams:2.0.4;software.amazon.awssdk:cloudwatch:2.15.19;software.amazon.awssdk:cloudwatchevents:2.15.19;software.amazon.awssdk:aws-json-protocol:2.15.19;software.amazon.awssdk:cloudwatchlogs:2.15.19;software.amazon.awssdk:apache-client:2.15.19;org.apache.httpcomponents:httpcore:4.4.11;commons-io:commons-io:2.8.0;org.apache.commons:commons-lang3:3.9;com.google.guava:guava:27.1-jre;com.google.guava:failureaccess:1.0.1;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;com.google.code.findbugs:jsr305:3.0.2;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.diffplug.spotless:spotless-maven-plugin:2.5.0;com.diffplug.spotless:spotless-lib:2.9.0;com.diffplug.spotless:spotless-lib-extra:2.9.0;com.googlecode.concurrent-trees:concurrent-trees:2.6.1;org.codehaus.groovy:groovy-xml:3.0.3;org.codehaus.groovy:groovy:3.0.3;org.codehaus.plexus:plexus-resources:1.0.1;org.codehaus.plexus:plexus-utils:3.0.8;org.codehaus.plexus:plexus-container-default:1.0-alpha-9-stable-1;junit:junit:3.8.1;classworlds:classworlds:1.1-alpha-2;com.diffplug.durian:durian-core:1.2.0;com.diffplug.durian:durian-collect:1.2.0;org.eclipse.jgit:org.eclipse.jgit:5.8.0.202006091008-r;com.googlecode.javaewah:JavaEWAH:1.1.7
6,org.zkoss.common:zweb-dsp:9.5.0.2,org.zkoss.common:zweb-dsp:9.5.0.2;org.zkoss.common:zcommon:9.5.0.2;commons-fileupload:commons-fileupload:1.4;commons-io:commons-io:2.2;org.zkoss.common:zel:9.5.0.2;org.javassist:javassist:3.18.2-GA;org.apache-extras.beanshell:bsh:2.0b6;org.slf4j:slf4j-api:1.7.30;org.zkoss.common:zweb:9.5.0.2;commons-codec:commons-codec:1.14
7,org.clulab:processors-odin_2.11:8.2.5,org.clulab:processors-odin_2.11:8.2.5;org.scala-lang:scala-library:2.11.11;org.clulab:processors-main_2.11:8.2.5;com.typesafe:config:1.3.1;com.io7m.xom:xom:1.2.10;xml-apis:xml-apis:1.3.03;xerces:xercesImpl:2.8.0;xalan:xalan:2.7.0;org.json4s:json4s-core_2.11:3.5.2;org.json4s:json4s-ast_2.11:3.5.2;org.json4s:json4s-scalap_2.11:3.5.2;com.thoughtworks.paranamer:paranamer:2.8;org.scala-lang.modules:scala-xml_2.11:1.0.6;org.json4s:json4s-jackson_2.11:3.5.2;com.fasterxml.jackson.core:jackson-databind:2.8.4;com.fasterxml.jackson.core:jackson-annotations:2.8.0;com.fasterxml.jackson.core:jackson-core:2.8.4;jline:jline:2.12.1;commons-io:commons-io:2.5;ai.lum:common_2.11:0.0.8;de.bwaldvogel:liblinear:2.30;tw.edu.ntu.csie:libsvm:3.23;org.clulab:fatdynet_2.11:0.3.0;org.antlr:antlr4-runtime:4.6;org.clulab:lemport:0.9.10;com.typesafe.scala-logging:scala-logging_2.11:3.7.2;ch.qos.logback:logback-classic:1.0.10;ch.qos.logback:logback-core:1.0.10;org.slf4j:slf4j-api:1.7.10;org.clulab:processors-models:0.1.9;org.clulab:glove-840b-300d-10f:1.0.0;org.scala-lang:scala-reflect:2.11.11;org.scala-lang.modules:scala-parser-combinators_2.11:1.0.4;org.apache.commons:commons-text:1.1;org.apache.commons:commons-lang3:3.5;org.yaml:snakeyaml:1.14
8,io.activej:activej-inject:4.0-beta1,io.activej:activej-inject:4.0-beta1;org.jetbrains:annotations:17.0.0;org.slf4j:slf4j-api:1.7.29
9,org.apache.shiro:shiro-config-ogdl:1.7.1,org.apache.shiro:shiro-config-ogdl:1.7.1;org.apache.shiro:shiro-lang:1.7.1;org.apache.shiro:shiro-config-core:1.7.1;org.apache.shiro:shiro-event:1.7.1;commons-beanutils:commons-beanutils:1.9.4;commons-collections:commons-collections:3.2.2;org.slf4j:slf4j-api:1.7.26
