number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
3813,org.xerial:sqlite-jdbc:3.27.2.1,1,715,1452,0
3814,org.web3j:core:3.2.0,1,2171,1350,0
3815,com.google.guava:guava:28.1-jre,1,9328,16687,0
3816,org.opensaml:opensaml-security-impl:3.3.0,1,124,325,0
3817,org.odpi.egeria:repository-handler:2.4,1,301,145,0
3818,com.google.api.grpc:proto-google-cloud-bigquerystorage-v1:0.88.0,1,4981,2294,0
3819,io.grpc:grpc-stub:1.25.0,1,81,168,0
3820,org.odpi.egeria:repository-handler:2.2,1,93,110,0
3821,org.apache.felix:org.apache.felix.configadmin:1.8.14,1,1508,496,0
3822,org.jasig.portal:uPortal-rendering:5.9.0,1,1682,1873,0
3823,com.github.submob:scopemob-jvm:2.0.0,1,3065,16,0
3824,org.wildfly.security:wildfly-elytron-base:2.0.0.Alpha10,1,88,79,0
3825,com.mysema.commons:mysema-commons-lang:0.2.4,1,42,38,0
3826,net.sourceforge.serp:serp:1.13.1,1,594,1926,0
3827,app.tulz:laminext-videojs_sjs1_2.13:0.1.0,1,4610,986,0
3828,org.springframework:spring-aop:3.1.4.RELEASE,1,601,1417,0
3829,org.apache.velocity.tools:velocity-tools-generic:3.0,1,642,1269,0
3830,org.cubeengine:logscribe-core:1.0.2,1,719,180,0
3831,org.wildfly.security:wildfly-elytron-asn1:1.14.0.Final,1,109,324,0
3832,com.auritylab.graphql-kotlin-toolkit:codegen:0.6.1,1,3487,202,0
3833,com.amazonaws:aws-java-sdk-s3:1.11.865,1,1771,7494,0
3834,com.passkit.grpc:sdk:1.0.4,1,22063,52512,0
3835,com.twitter:util-tunable_2.11:21.2.0,1,114,438,0
3836,com.github.docker-java:docker-java-api:3.2.7,1,636,3415,0
3837,io.fabric8:openshift-model-operatorhub:5.0.2,1,2062,7734,0
3838,org.apache.camel:camel-debezium-sqlserver:3.8.0,1,148,145,0
3839,software.constructs:constructs:3.3.135,1,41,177,0
3840,org.wso2.carbon:org.wso2.carbon.registry.api:4.6.2-m4,1,23,145,0
3841,io.rsocket:rsocket-core:1.1.0,1,2027,2452,0
3842,com.softwaremill.sttp.shared:core_0.26:1.0.0-RC5,1,323,115,0
3843,org.apache.lucene:lucene-highlighter:8.6.2,1,773,907,0
3844,com.softwaremill.sttp.shared:core_0.26:1.0.0-RC6,1,254,115,0
3845,org.apache.camel:camel-saga:3.4.5,1,35,36,0
3846,org.apache.camel:camel-saga:3.4.4,1,47,36,0
3847,org.testcontainers:dynalite:1.15.1,1,32,7,0
3848,com.google.auto.value:auto-value-annotations:1.7.2,1,47,2,0
3849,io.quarkus.arc:arc-processor:1.12.0.Final,1,933,1706,0
3850,io.cucumber:cucumber-java:6.9.1,1,2016,1413,0
3851,org.iot-dsa:dslink:0.24.1,1,4568,1224,0
3852,net.oneandone.ioc-unit:ioc-unit-jms:2.0.35,1,118,20,0
3853,com.soywiz.korlibs.korinject:korinject-js:2.0.7,1,25,0,0
3854,com.google.auto.value:auto-value-annotations:1.7.4,1,79,2,0
3855,jakarta.annotation:jakarta.annotation-api:2.0.0,1,33,39,0
3856,io.cucumber:cucumber-gherkin-messages:6.9.1,1,739,836,0
3857,org.kie:kie-memory-compiler:7.50.0.Final,1,111,188,0
3858,org.hornetq:hornetq-jms-client:2.3.25.Final,1,662,800,0
3859,org.apache.jena:jena-sdb:1.5.2,1,1652,2544,0
3860,net.sourceforge.collections:collections-generic:4.01,1,1468,3436,0
3861,org.eclipse.platform:org.eclipse.swt:3.112.0,1,28,0,0
3862,io.quarkus:quarkus-ide-launcher:1.8.1.Final,1,83,18,0
3863,org.webjars:d3js:3.5.5-1,1,22,0,0
3864,net.colesico.framework:colesico-introspection:4.3.0,1,54,114,0
3865,org.odpi.egeria:admin-services-registration:2.2,1,34,37,0
3866,org.odpi.egeria:admin-services-registration:2.4,1,43,38,0
3867,org.jasig.resourceserver:resource-server-utils:1.3.1,1,61,84,0
3868,io.opentelemetry.instrumentation:opentelemetry-apache-dubbo-2.7:1.0.0-alpha,1,202,28,0
3869,com.helger.photon:ph-oton-core:8.2.7,1,2338,2090,0
3870,javax.annotation:javax.annotation-api:1.2,1,725,39,0
3871,javax.annotation:javax.annotation-api:1.3,1,19,39,0
3872,org.apache.wss4j:wss4j-ws-security-dom:2.2.4,1,618,1140,0
3873,com.lihaoyi:sourcecode_2.13:0.2.3,1,238,647,0
3874,com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.0,1,28,17,0
3875,org.springframework.boot:spring-boot-autoconfigure:1.5.9.RELEASE,1,1356,3701,0
3876,com.lihaoyi:sourcecode_2.13:0.2.1,1,170,647,0
3877,io.dekorate:dekorate-thorntail:0.14.1,1,33,29,0
3878,com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.2,1,39,17,0
3879,com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.3,1,30,17,0
3880,com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.4,1,35,17,0
3881,org.jbpm:jbpm-designer-api:7.48.0.Final,1,23,38,0
3882,org.netbeans.modules:org-netbeans-modules-xml-tools:RELEASE121,1,4335,169,0
3883,io.netty:netty-all:4.1.25.Final,1,9114,26034,0
3884,io.netty:netty-transport-native-kqueue:4.1.60.Final,1,506,817,0
3885,io.netty:netty-codec:4.1.17.Final,1,1076,1661,0
3886,org.springdoc:springdoc-openapi-common:1.4.8,1,846,1909,0
3887,software.constructs:constructs:3.3.126,1,82,177,0
3888,org.apache.camel:camel-util:3.4.5,1,850,758,0
3889,org.apache.camel:camel-util:3.4.4,1,681,757,0
3890,com.netflix.ribbon:ribbon-eureka:2.2.5,1,85,61,0
3891,cn.org.faster:faster-core:1.4.1.RELEASE,1,437,174,0
3892,com.github.911992:WAsys_pojo_http_data:0.3.9,1,252,162,0
3893,org.scalacheck:scalacheck_0.27:1.15.0,1,0,0,0
3894,com.github.andyglow:scala-jsonschema-core_2.11:0.7.1,1,566,2850,0
3895,org.eclipse.rdf4j:rdf4j-query:3.1.0,1,127,336,0
3896,com.twitter:finagle-netty4-http_2.13:21.1.0,1,164,497,0
3897,io.netty:netty-resolver:4.1.21.Final,1,111,111,0
3898,org.apache.streampipes:streampipes-dataformat:0.67.0,1,37,27,0
3899,io.smallrye.reactive:smallrye-axle-generator:1.2.2,1,278,288,0
3900,org.springdoc:springdoc-openapi-common:1.4.3,1,801,1749,0
3901,org.elasticsearch.plugin:aggs-matrix-stats-client:7.9.3,1,169,281,0
3902,org.apache.commons:commons-dbcp2:2.2.0,1,382,1516,0
3903,org.opendaylight.genius:ipv6util-api:0.9.2,1,230,696,0
3904,com.github.mizool.technology.typemapping:typemapping-business:0.31,1,24,4,0
3905,org.springframework:spring-expression:3.1.0.RELEASE,1,754,699,0
3906,org.opendaylight.genius:ipv6util-api:0.9.1,1,135,696,0
3907,com.fasterxml.jackson.core:jackson-core:2.6.0,1,1020,1846,0
3908,com.fasterxml.jackson.core:jackson-core:2.6.1,1,1454,1846,0
3909,org.apache.jackrabbit:oak-commons:1.22.5,1,626,529,0
3910,org.ekrich:sjavatime_sjs1_3.0.0-RC1:1.1.2,1,2693,0,0
3911,com.fasterxml.jackson.core:jackson-core:2.6.7,1,1019,1847,0
3912,io.netty:netty-codec-http2:4.1.34.Final,1,981,2489,0
3913,org.codehaus.groovy:groovy-dateutil:3.0.7,1,67,45,0
3914,org.scala-lang.modules:scala-collection-compat_2.13:2.1.2,1,22,12,0
3915,org.netbeans.api:org-netbeans-modules-projectuiapi:RELEASE123,1,381,501,0
3916,com.fasterxml.jackson.core:jackson-core:2.6.3,1,1124,1846,0
3917,org.apache.juddi:uddi-tck-base:3.1.5.wso2v1,1,0,0,0
3918,org.scala-lang.modules:scala-collection-compat_2.13:2.1.4,1,33,12,0
3919,org.apache.shardingsphere.elasticjob:elasticjob-tracing-rdb:3.0.0-beta,1,85,70,0
3920,org.netbeans.api:org-netbeans-modules-projectuiapi:RELEASE122,1,317,501,0
3921,com.fasterxml.jackson.core:jackson-core:2.6.4,1,977,1846,0
3922,com.nimbusds:nimbus-jose-jwt:7.9,1,455,1470,0
3923,org.netbeans.api:org-netbeans-modules-projectuiapi:RELEASE121,1,377,501,0
3924,com.fasterxml.jackson.core:jackson-core:2.6.5,1,1353,1846,0
3925,org.scala-lang.modules:scala-collection-compat_2.13:2.1.6,1,30,14,0
3926,org.xerial.snappy:snappy-java:1.0.4.1,1,99,159,0
3927,com.amazonaws:aws-java-sdk-core:1.10.77,1,1165,3343,0
3928,org.apache.commons:commons-collections4:4.4,1,2761,4690,0
3929,org.apache.commons:commons-collections4:4.3,1,1355,4647,0
3930,org.apache.commons:commons-collections4:4.2,1,1867,4631,0
3931,org.mockito:mockito-core:2.8.9,1,706,2325,0
3932,org.apache.commons:commons-collections4:4.1,1,2556,4607,0
3933,org.apache.commons:commons-collections4:4.0,1,1768,3861,0
3934,org.apache.nifi:nifi-avro-record-utils:1.13.0,1,185,136,0
3935,io.helidon.microprofile.rest-client:helidon-microprofile-rest-client:1.4.8,1,25,8,0
3936,com.github.pagehelper:pagehelper-spring-boot-starter:1.2.5,1,12,0,0
3937,org.ogc-schemas:wms-v_1_1_0:3.0.0,1,4467,1073,0
3938,io.cloudsoft.jclouds.labs.representations:representations-codec:1.7.2-ea-brooklyn.5,1,115,109,0
3939,org.uberfire:uberfire-js:7.48.0.Final,1,130,329,0
3940,org.jboss.arquillian.test:arquillian-test-spi:1.7.0.Alpha7,1,159,184,0
3941,org.eclipse.rdf4j:rdf4j-rio-trig:3.1.0,1,28,31,0
3942,org.drools:drools-core-reflective:7.51.0.Final,1,118,206,0
3943,org.netbeans.api:org-netbeans-modules-websvc-wsstackapi:RELEASE121,1,36,56,0
3944,org.apache.lucene:lucene-core:3.6.0,1,6062,7242,0
3945,org.apache.lucene:lucene-core:3.6.2,1,6702,7264,0
3946,net.minidev:json-smart:2.1.1,1,280,573,0
3947,org.netbeans.api:org-netbeans-modules-parsing-api:RELEASE123,1,508,628,0
3948,org.netbeans.api:org-netbeans-modules-parsing-api:RELEASE122,1,365,628,0
3949,org.netbeans.api:org-netbeans-modules-websvc-wsstackapi:RELEASE123,1,38,56,0
3950,pl.droidsonroids:jspoon:1.0.0,1,93,41,0
3951,org.netbeans.api:org-netbeans-modules-parsing-api:RELEASE121,1,505,628,0
3952,org.apache.hadoop:hadoop-yarn-server-tests:2.8.5,1,126,407,0
3953,org.netbeans.api:org-netbeans-modules-j2ee-dd:RELEASE121,1,20504,39477,0
3954,org.netbeans.api:org-netbeans-modules-j2ee-dd:RELEASE123,1,26418,40696,0
3955,org.springframework:spring-core:4.2.5.RELEASE,1,5168,5037,0
3956,com.wepay.waltz:waltz-common:0.9.0,1,521,418,0
3957,com.amazonaws:aws-java-sdk-s3:1.11.972,1,1939,7857,0
3958,io.contek.tinker:rearm-core:2.0.4,1,76,98,0
3959,org.gridgain:ignite-shmem:1.0.0,1,20,0,0
3960,com.tencent.bk.devops.ci.common:common-api:1.3.0-rc.7-RELEASE,1,606,742,0
3961,org.jboss.errai:errai-ioc:4.11.0.Final,1,1137,1856,0
3962,de.jensklingenberg:mpapt-runtime:0.8.7,1,405,414,0
3963,org.apache.knox:gateway-shell:1.5.0,1,5918,1358,0
3964,org.eclipse.jetty:jetty-webapp:9.4.31.v20200723,1,357,513,0
3965,org.apache.skywalking:library-util:8.4.0,1,162,317,0
3966,org.sonatype.aether:aether-impl:1.7,1,246,394,0
3967,org.glassfish.jersey.ext.cdi:jersey-cdi1x:2.33,1,89,198,0
3968,org.springframework.data:spring-data-commons:2.4.1,1,2564,8477,0
3969,io.dropwizard.metrics:metrics-core:3.1.1,1,374,591,0
3970,io.dropwizard.metrics:metrics-core:3.1.0,1,247,589,0
3971,com.google.http-client:google-http-client:1.23.0,1,880,2007,0
3972,io.dropwizard.metrics:metrics-core:3.1.5,1,203,637,0
3973,io.dropwizard.metrics:metrics-core:3.1.2,1,185,597,0
3974,io.restx:restx-common:0.34,1,5182,237,0
3975,org.springframework.cloud:spring-cloud-dataflow-container-registry:2.7.1,1,3567,238,0
3976,org.wildfly.security:wildfly-elytron-sasl-external:1.10.4.Final,1,19,29,0
3977,com.salesforce.servicelibs:rxgrpc-stub:1.0.1,1,78,153,0
3978,org.opendaylight.openflowplugin:openflowplugin-extension-eric:0.11.2,1,101,299,0
3979,org.springframework.security:spring-security-rsa:1.0.7.RELEASE,1,79,78,0
3980,org.opendaylight.openflowplugin:openflowplugin-extension-eric:0.11.1,1,104,299,0
3981,org.json4s:json4s-ast_2.12:3.6.10,1,193,609,0
3982,org.json4s:json4s-ast_2.12:3.6.11,1,164,609,0
3983,org.apache.shiro:shiro-web:1.3.2,1,217,737,0
3984,org.apache.sling:org.apache.sling.commons.johnzon:1.2.6,1,4423,1157,0
3985,org.smallmind:smallmind-nutsnbolts:4.3.0,1,2759,2090,0
3986,org.eclipse.jetty:jetty-client:9.4.35.v20201120,1,915,1731,0
3987,org.json.wso2:json:3.0.0.wso2v1,1,0,0,0
3988,org.apache.httpcomponents:httpmime:4.2.2,1,53,114,0
3989,io.netty:netty-common:4.1.46.Final,1,971,3675,0
3990,io.netty:netty-resolver:4.1.59.Final,1,148,116,0
3991,com.amazonaws:aws-lambda-java-core:1.2.0,1,35,34,0
3992,org.eclipse.dirigible:dirigible-engine-api:5.8.4,1,37,63,0
3993,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.3.50,1,215,34,0
3994,org.typelevel:cats-kernel_sjs1_2.12:2.3.1,1,15301,88966,0
3995,org.apache.camel.quarkus:camel-quarkus-support-xml:1.1.0,1,17,0,0
3996,io.quarkus:quarkus-datasource-common:1.10.5.Final,1,27,21,0
3997,org.jboss.errai:errai-config:4.11.0.Final,1,199,188,0
3998,de.sciss:soundprocesses-core_3.0.0-M3:4.7.0,1,0,0,0
3999,org.apache.kafka:kafka-streams:2.6.0,1,2058,6875,0
4000,org.scala-native:nativelib_native0.4_2.13:0.4.0,1,3881,6246,0
4001,org.apache.camel:camel-log:3.7.0,1,61,96,0
4002,com.codahale.metrics:metrics-logback:3.0.2,1,21,5,0
4003,io.apicurio:apicurio-registry-utils-serde:1.3.1.Final,1,90,279,0
4004,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.7.0,1,797,1220,0
4005,org.uberfire:uberfire-api:7.48.0.Final,1,250,894,0
4006,org.bytedeco:cminpack-platform:1.3.6-1.5.4,1,2330,0,0
4007,io.dekorate:kubernetes-annotations:0.12.8,1,367,820,0
4008,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.3.41,1,63,32,0
4009,io.netty:netty-codec-socks:4.1.34.Final,1,163,410,0
4010,io.github.cquiroz.react:common_sjs1_2.13:0.10.0,1,170,951,0
4011,org.codelibs.elasticsearch.module:lang-mustache:7.9.2,1,4166,306,0
4012,com.twitter:util-app_2.11:20.9.0,1,476,887,0
4013,com.vladsch.flexmark:flexmark-util-sequence:0.61.6,1,1057,2508,0
4014,io.grpc:grpc-protobuf:1.30.2,1,39,19,0
4015,io.grpc:grpc-protobuf:1.30.1,1,25,19,0
4016,org.quickperf:quick-perf-springboot2-sql-starter:1.0.1,1,3012,1,0
4017,org.webjars.npm:turf__invariant:6.3.0,1,17,0,0
4018,org.jline:jline-terminal-jna:3.16.0,1,137,252,0
4019,com.squareup:kotlinpoet:1.6.0,1,998,1248,0
4020,com.consol.citrus:citrus-selenium:3.0.0-M2,1,6122,744,0
4021,com.twitter:util-cache_2.13:21.1.0,1,47,187,0
4022,org.skyscreamer:jsonassert:1.5.0,1,68,164,0
4023,org.dkpro.core:dkpro-core-api-parameter-asl:2.2.0,1,32,18,0
4024,org.onosproject:onos-yang-tool:1.11,1,42,29,0
4025,org.testng:testng:6.13.1,1,3895,4206,0
4026,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.3.72,1,51,34,0
4027,com.google.http-client:google-http-client:1.36.0,1,751,1521,0
4028,org.eclipse.jetty.websocket:websocket-api:9.4.31.v20200723,1,80,286,0
4029,com.aoindustries:ao-encoding-taglib:1.0.1,1,152,245,0
4030,com.aoindustries:ao-encoding-taglib:1.0.2,1,164,239,0
4031,org.glassfish.main.hk2:config-types:6.0.0-RC3,1,36,29,0
4032,org.kie.server:kie-server-client:7.51.0.Final,1,473,1262,0
4033,org.typelevel:cats-effect-kernel_3.0.0-M2:3.0.0-RC1,1,0,0,0
4034,org.apache.aries.rsa.discovery:org.apache.aries.rsa.discovery.config:1.16.0,1,131,35,0
4035,com.eed3si9n:sjson-new-scalajson_2.12:0.9.1,1,129,385,0
4036,org.glassfish.jersey.media:jersey-media-jaxb:2.25.1,1,126,243,0
4037,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.3.71,1,33,34,0
4038,com.vladsch.flexmark:flexmark-ext-footnotes:0.50.40,1,62,176,0
4039,org.glassfish.hk2:hk2-core:3.0.0,1,197,571,0
4040,io.opencensus:opencensus-contrib-resource-util:0.27.1,1,51,41,0
4041,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.3.61,1,208,34,0
4042,org.onosproject:onos-apps-openstacknode:1.8.2,1,473,318,0
4043,io.rest-assured:rest-assured-common:4.3.1,1,117,196,0
4044,xml-apis:xml-apis:1.0.b2,1,496,1665,0
4045,org.apache.commons:commons-math3:3.4.1,1,7819,9568,0
4046,org.ow2.authzforce:authzforce-ce-xmlns-model:7.2.0,1,17,0,0
4047,org.n52.geoprocessing:javaps-test-processes:4,1,3051,20,0
4048,com.github.gv2011:util-beans:0.6,1,541,1351,0
4049,org.springframework.boot:spring-boot-starter-logging:2.1.4.RELEASE,1,23,0,0
4050,dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.11:1.0.0-M16,1,763,1350,0
4051,it.geosolutions.jaiext.stats:jt-stats:1.1.9,1,0,0,0
4052,org.apache.zeppelin:zeppelin-markdown:0.9.0,1,76,110,0
4053,com.wmp.intellio:dataops-sdk_2.12:0.0.2,1,3420,156,0
4054,org.opendaylight.serviceutils:tools-api:0.6.2,1,38,146,0
4055,org.apache.jena:jena-dboe-storage:3.16.0,1,90,361,0
4056,com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.3.1,1,70,210,0
4057,org.opendaylight.serviceutils:tools-api:0.6.1,1,51,146,0
4058,org.uberfire:uberfire-runtime-plugins-api:7.51.0.Final,1,164,157,0
4059,io.sitoolkit.cv:sit-cv-core:1.0.0,1,0,0,0
4060,io.grpc:grpc-stub:1.0.1,1,71,164,0
4061,cglib:cglib-nodep:3.2.9,1,1252,1902,0
4062,cglib:cglib-nodep:3.2.8,1,1340,1900,0
4063,org.springframework:spring-webmvc:5.2.9.RELEASE,1,1811,4763,0
4064,cglib:cglib-nodep:3.2.5,1,1735,1747,0
4065,org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-external:3.0.0-M6,1,19,10,0
4066,org.openscience.cdk:cdk-formula:1.5.14,1,263,249,0
4067,commons-fileupload:commons-fileupload:1.4,1,297,303,0
4068,org.codehaus.cargo:cargo-core-container-jetty:1.8.5,1,9946,8882,0
4069,org.springframework:spring-beans:5.1.6.RELEASE,1,2340,3106,0
4070,com.amazonaws:aws-java-sdk-core:1.11.603,1,2515,5013,0
4071,org.codehaus.groovy:groovy-console:3.0.5,1,2218,7128,0
4072,org.openscience.cdk:cdk-legacy:1.5.14,1,1587,706,0
4073,org.apache.jena:jena-shaded-guava:3.1.0,1,3587,12987,0
4074,org.hibernate:hibernate-core:5.4.26.Final,1,0,0,0
4075,org.sonatype.nexus:nexus-test-common:2.14.20-02,1,375,72,0
4076,io.quarkus.security:quarkus-security:1.1.2.Final,1,33,53,0
4077,org.apache.kafka:kafka_2.10:0.8.1.1,1,4441,17762,0
4078,org.apache.jclouds.api:elasticstack:2.3.0,1,1735,607,0
4079,com.github.protobufel:extended-regex:0.7.0,1,4316,101,0
4080,io.quarkus:quarkus-jackson:1.11.4.Final,1,29,15,0
4081,org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:1.0.2.Final,1,215,1110,0
4082,com.outr:scribe-slf4j_2.13:3.0.3,1,3776,113,0
4083,org.springframework:spring-beans:5.2.4.RELEASE,1,2115,3203,0
4084,io.quarkus:quarkus-development-mode-spi:1.10.1.Final,1,30,40,0
4085,org.glassfish.jersey.containers:jersey-container-jdk-http:3.0.0-M6,1,41,98,0
4086,com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.12.1,1,305,633,0
4087,org.apache.maven:maven-project:3.0-alpha-2,1,284,774,0
4088,org.glassfish:javax.el:3.0.1-b08,1,1197,1133,0
4089,org.eclipse.che.core:che-core-api-user:7.27.1,1,108,208,0
4090,org.asynchttpclient:async-http-client-netty-utils:2.12.1,1,60,48,0
4091,io.grpc:grpc-core:1.26.0,1,1139,2677,0
4092,com.headius:options:1.4,1,52,81,0
4093,io.netty:netty-codec-socks:4.1.38.Final,1,247,410,0
4094,net.sf.trove4j:trove4j:3.0.3,1,7713,22648,0
4095,com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.12.0,1,246,632,0
4096,org.springframework:spring-core:3.1.4.RELEASE,1,845,2371,0
4097,com.twitter:util-function_2.11:20.9.0,1,29,5,0
4098,io.fabric8:kubernetes-model-metrics:5.1.1,1,131,562,0
4099,org.springframework.data:spring-data-redis:1.8.11.RELEASE,1,3163,6725,0
4100,io.micrometer:micrometer-registry-wavefront:1.5.9,1,509,193,0
4101,org.eclipse.che.core:che-core-commons-schedule:7.27.1,1,144,112,0
4102,software.amazon.awscdk:route53:1.72.0,1,550,1307,0
4103,org.bytedeco.javacpp-presets:leptonica:1.76.0-1.4.3,1,371,6311,0
4104,org.jvnet.mimepull:mimepull:1.8,1,144,187,0
4105,org.glassfish:javax.el:3.0.1-b11,1,824,1133,0
4106,com.aol.cyclops:cyclops-guava:8.2.0,1,6701,398,0
4107,com.squareup.retrofit2:retrofit:2.5.0,1,187,366,0
4108,org.bremersee:common-base-starter:2.3.0,1,54,0,0
4109,org.eclipse.jetty:jetty-server:9.4.12.v20180830,1,2257,3387,0
4110,org.testcontainers:jdbc:1.15.1,1,117,247,0
4111,org.codehaus.jackson:jackson-jaxrs:1.8.3,1,54,61,0
4112,org.apache.kafka:kafka-clients:2.6.0,1,7789,17608,0
4113,com.github.mifmif:generex:0.0.4,1,55,54,0
4114,org.apache.hadoop:hadoop-mapreduce-client-jobclient:2.8.5,1,90,157,0
4115,org.wso2.eclipse.osgi:org.eclipse.osgi:3.10.2.v20150203-1939,1,0,0,0
4116,org.springframework.data:spring-data-commons:2.3.4.RELEASE,1,4153,8081,0
4117,com.helger.web:ph-xservlet:9.3.3,1,392,432,0
4118,io.smallrye.config:smallrye-config-source-yaml:1.8.5,1,48,43,0
4119,io.fabric8:kubernetes-model-coordination:4.10.2,1,120,324,0
4120,org.apache.commons:commons-lang3:3.0.1,1,1314,2361,0
4121,io.fabric8:kubernetes-model-coordination:4.10.3,1,105,332,0
4122,io.helidon.microprofile.server:helidon-microprofile-server:1.4.8,1,140,327,0
4123,org.apache.commons:commons-lang3:3.12.0,1,2268,4641,0
4124,com.hortonworks.registries:common-auth:0.8.1,1,165,314,0
4125,org.jboss.spec.javax.xml.ws:jboss-jaxws-api_2.2_spec:2.0.2.Final,1,128,285,0
4126,javax.xml.stream:stax-api:1.0-2,1,61,325,0
4127,org.apache.jackrabbit:jackrabbit-core:2.21.3,1,6871,9309,0
4128,com.thoughtworks.xstream:xstream:1.4.14,1,1584,3047,0
4129,org.apache.camel:camel-base-engine:3.7.0,1,1012,2598,0
4130,com.thoughtworks.xstream:xstream:1.4.15,1,1154,3047,0
4131,org.apache.camel:camel-base-engine:3.7.1,1,1438,2607,0
4132,com.thoughtworks.xstream:xstream:1.4.13,1,2148,3047,0
4133,org.jetbrains.dokka:dokka-core:1.4.20-dev-65,1,0,0,0
4134,org.webjars.npm:axios:0.18.0,1,16,0,0
4135,io.dropwizard.metrics:metrics-jvm:3.1.5,1,89,121,0
4136,org.apache.maven.plugins:maven-antrun-plugin:1.1,1,66,16,0
4137,com.thoughtworks.xstream:xstream:1.4.10,1,1690,2905,0
4138,org.apache.camel:camel-base-engine:3.7.3,1,1039,2598,0
4139,com.amazonaws:aws-java-sdk-xray:1.11.398,1,997,1614,0
4140,org.springframework:spring-core:5.1.18.RELEASE,1,3222,6787,0
4141,com.guicedee.services:javax.activation:1.1.0.7-jre14,1,28,0,0
4142,commons-codec:commons-codec:1.14,1,891,931,0
4143,org.opendaylight.netconf:ietf-netconf-monitoring:1.13.0,1,222,571,0
4144,commons-codec:commons-codec:1.15,1,1510,974,0
4145,commons-codec:commons-codec:1.12,1,555,853,0
4146,org.jline:jline:3.17.1,1,6902,6046,0
4147,commons-codec:commons-codec:1.13,1,917,895,0
4148,commons-codec:commons-codec:1.10,1,441,718,0
4149,org.opendaylight.genius:mdsalutil-api:0.9.2,1,755,2290,0
4150,org.typelevel:cats-effect_3.0.0-M1:2.3.0,1,0,0,0
4151,commons-codec:commons-codec:1.11,1,615,804,0
4152,org.glassfish.hk2.external:javax.inject:2.5.0-b32,1,24,2,0
4153,org.sonatype.sisu:sisu-inject-bean:2.3.0,1,0,0,0
4154,org.apache.maven.wagon:wagon-provider-api:1.0-alpha-6,1,185,309,0
4155,org.webjars.npm:babel__helper-get-function-arity:7.14.5,1,29,0,0
4156,org.opendaylight.genius:mdsalutil-api:0.9.1,1,1256,2290,0
4157,org.apache.shardingsphere.elasticjob:elasticjob-infra-common:3.0.0-beta,1,123,240,0
4158,com.fasterxml.jackson.core:jackson-annotations:2.8.6,1,123,272,0
4159,org.opendaylight.mdsal.binding.model.ietf:rfc6991:6.0.7,1,7,0,0
4160,com.fasterxml.jackson.core:jackson-annotations:2.8.5,1,101,272,0
4161,org.opendaylight.mdsal.binding.model.ietf:rfc6991:6.0.8,1,14,0,0
4162,com.fasterxml.jackson.core:jackson-annotations:2.8.8,1,114,272,0
4163,com.fasterxml.jackson.core:jackson-annotations:2.8.7,1,141,272,0
4164,org.jboss.resteasy:resteasy-client:3.9.1.Final,1,676,1600,0
4165,com.fasterxml.jackson.core:jackson-annotations:2.8.9,1,123,272,0
4166,org.eclipse.jetty:jetty-plus:9.4.38.v20210224,1,163,211,0
4167,org.apache.jena:jena-iri:3.16.0,1,411,597,0
4168,org.springframework:spring-oxm:5.2.9.RELEASE,1,153,288,0
4169,io.quarkus:quarkus-bootstrap-runner:1.12.0.Final,1,260,126,0
4170,org.glassfish.hk2.external:javax.inject:2.5.0-b42,1,14,2,0
4171,io.quarkus:quarkus-undertow:1.11.4.Final,1,159,255,0
4172,org.glassfish.hk2:hk2-core:2.6.1,1,233,571,0
4173,io.quarkus:quarkus-jackson:1.11.0.Final,1,20,15,0
4174,org.glassfish.main.common:container-common:6.0.0-RC3,1,223,735,0
4175,io.oss84.geotools.ogc:org.w3.xlink:24.2,1,160,561,0
4176,com.aoindustries:ao-badges:1.4.0,1,382,4,0
4177,org.scalatest:scalatest-core_2.12:3.2.6,1,14311,33411,0
4178,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven:3.1.4,1,447,628,0
4179,io.helidon.dbclient:helidon-dbclient-common:2.1.0,1,176,222,0
4180,org.renjin:gcc-bridge-runtime:3.5-beta76,1,0,0,0
4181,io.grpc:grpc-protobuf-lite:1.26.0,1,30,28,0
4182,io.quarkus:quarkus-kubernetes-client-deployment-internal:1.7.2.Final,1,20,5,0
4183,org.apache.httpcomponents:httpcore:4.1.4,1,462,997,0
4184,com.fasterxml.jackson.core:jackson-databind:2.10.5,1,2677,7888,0
4185,org.gebish:geb-waiting:4.0,1,66,66,0
4186,com.fasterxml.jackson.core:jackson-databind:2.10.4,1,3330,7888,0
